ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,163.29,3.07,1
122,HCBZ,50,0,1000000,1000000,1
125,LMS,50,1,145.32,2.71,1
126,TFGC,50,0,1000000,1000000,1
129,STYG,50,1,135.76,2.52,1
132,HCNZ,50,0,1000000,1000000,1
141,SH,50,0,1000000,1000000,1
143,WGS,50,1,134.96,2.5,1
154,KXC,50,1,135.02,2.5,1
221,XP,50,0,1000000,1000000,2
229,YPTX,50,1,116.29,2.13,2
232,ZYDSYY,50,1,115.2,2.1,2
236,CXL,50,0,1000000,1000000,2
242,CDDKZ,50,0,1000000,1000000,2
252,LQY,50,1,103.4,1.87,2
348,SLXZ,50,1,114,2.08,3
337,TPY,50,1,110.51,2.01,3
335,GSQ,50,0,1000000,1000000,3
329,SEYY,50,1,128.68,2.37,3
325,SMQ,50,1,132.72,2.45,3
312,CDYXY,50,0,1000000,1000000,3
413,WS,50,0,1000000,1000000,4
426,WHG,50,1,102.17,1.84,4
437,HSD,50,1,163.17,3.06,4
442,XHZ,50,0,1000000,1000000,4
520,HGL,50,1,129.26,2.39,5
536,BZXEL,50,1,175.89,3.32,5
546,SXS,50,1,188.52,3.57,5
560,HL,50,1,161.79,3.04,5
727,CJD,50,1,157.89,2.96,7
726,LGDX,50,1,138.28,2.57,7
