ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,125.7,2.31,1,
122,HCBZ,50,0,1000000,1000000,1,
125,LMS,50,0,1000000,1000000,1,
126,TFGC,50,1,186.22,3.52,1,
129,STYG,50,1,119.21,2.18,1,
132,HCNZ,50,0,1000000,1000000,1,
135,FHY,50,1,199.29,3.79,1,
141,SH,50,1,157.7,2.95,1,
143,WGS,50,1,196.23,3.72,1,
154,KXC,50,1,142.03,2.64,1,
221,XP,50,1,134.82,2.5,2,
229,YPTX,50,1,157.81,2.96,2,
232,ZYDSYY,50,1,103.77,1.88,2,
236,CXL,50,1,199.4,3.79,2,
242,CDDKZ,50,1,164.8,3.1,2,
252,LQY,50,1,148.56,2.77,2,
348,SLXZ,50,1,124.6,2.29,3,
340,WQNL,50,1,121.12,2.22,3,
337,TPY,50,1,144.85,2.7,3,
335,GSQ,50,0,1000000,1000000,3,
329,SEYY,50,1,153.46,2.87,3,
325,SMQ,50,1,104.52,1.89,3,
312,CDYXY,50,1,119.19,2.18,3,
413,WS,50,1,109.88,2,4,
424,CDXZ,50,1,130.98,2.42,4,
426,WHG,50,0,1000000,1000000,4,
437,HSD,50,1,144.48,2.69,4,
442,XHZ,50,1,115.37,2.11,4,
520,HGL,50,1,182.29,3.45,5,
536,BZXEL,50,1,165.38,3.11,5,
546,SXS,50,1,124.23,2.28,5,
550,JCDD,50,1,189.6,3.59,5,
560,HL,50,1,130.5,2.41,5,
727,CJD,50,1,106,1.92,7,
726,LGDX,50,1,199.43,3.79,7,
810,SLD,50,1,148.41,2.77,8,
812,SQL,50,1,127.91,2.36,8,
813,DDL,50,1,160.87,3.02,8,
815,NJQ,50,1,105.17,1.9,8,
816,JXDD,50,0,1000000,1000000,8,
817,GPDD,50,1,173.41,3.27,8,
818,SY,50,1,121.59,2.23,8,
819,LH,50,1,170.23,3.2,8,
901,JRCD,50,1,167.82,3.16,9,
907,HX,50,1,170.61,3.21,9,
913,HTB,50,1,198.8,3.78,9,
1036,XP,50,0,1000000,1000000,10,
