ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,0,1000000,1000000,1
122,HCBZ,50,1,154.7,2.89,1
125,LMS,50,1,151.92,2.84,1
126,TFGC,50,0,1000000,1000000,1
129,STYG,50,1,164.48,3.09,1
132,HCNZ,50,1,170.33,3.21,1
141,SH,50,0,1000000,1000000,1
143,WGS,50,0,1000000,1000000,1
154,KXC,50,0,1000000,1000000,1
221,XP,50,1,164.84,3.1,2
229,YPTX,50,0,1000000,1000000,2
232,ZYDSYY,50,0,1000000,1000000,2
236,CXL,50,0,1000000,1000000,2
242,CDDKZ,50,1,146.33,2.73,2
252,LQY,50,1,199.51,3.79,2
348,SLXZ,50,1,187.4,3.55,3
337,TPY,50,1,197.84,3.76,3
335,GSQ,50,1,162.25,3.04,3
329,SEYY,50,0,1000000,1000000,3
325,SMQ,50,1,198.21,3.76,3
312,CDYXY,50,0,1000000,1000000,3
413,WS,50,0,1000000,1000000,4
426,WHG,50,1,168.94,3.18,4
437,HSD,50,0,1000000,1000000,4
442,XHZ,50,0,1000000,1000000,4
520,HGL,50,1,132.91,2.46,5
536,BZXEL,50,1,107.67,1.95,5
546,SXS,50,0,1000000,1000000,5
560,HL,50,1,123.77,2.28,5
727,CJD,50,0,1000000,1000000,7
726,LGDX,50,0,1000000,1000000,7
