ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,0,1000000,1000000,1,
122,HCBZ,50,0,1000000,1000000,1,
125,LMS,50,0,1000000,1000000,1,
126,TFGC,50,1,161.36,3.03,1,
129,STYG,50,1,163.26,3.07,1,
132,HCNZ,50,1,130,2.4,1,
135,FHY,50,0,1000000,1000000,1,
141,SH,50,1,135.69,2.51,1,
143,WGS,50,1,108.02,1.96,1,
154,KXC,50,1,194.7,3.69,1,
221,XP,50,1,150.28,2.81,2,
229,YPTX,50,1,143.23,2.66,2,
232,ZYDSYY,50,1,186.17,3.52,2,
236,CXL,50,1,145.66,2.71,2,
242,CDDKZ,50,1,126.99,2.34,2,
252,LQY,50,0,1000000,1000000,2,
348,SLXZ,50,1,117.12,2.14,3,
340,WQNL,50,1,178.5,3.37,3,
337,TPY,50,1,198.52,3.77,3,
335,GSQ,50,0,1000000,1000000,3,
329,SEYY,50,0,1000000,1000000,3,
325,SMQ,50,1,115.8,2.12,3,
312,CDYXY,50,1,171.38,3.23,3,
413,WS,50,1,127.66,2.35,4,
424,CDXZ,50,1,103.12,1.86,4,
426,WHG,50,1,177.21,3.34,4,
437,HSD,50,1,115.17,2.1,4,
442,XHZ,50,0,1000000,1000000,4,
520,HGL,50,1,191.6,3.63,5,
536,BZXEL,50,0,1000000,1000000,5,
546,SXS,50,1,161.5,3.03,5,
550,JCDD,50,0,1000000,1000000,5,
560,HL,50,0,1000000,1000000,5,
610,WCC,50,0,1000000,1000000,6,
612,XNJD,50,1,135.84,2.52,6,
613,XBQ,50,0,1000000,1000000,6,
614,RMBL,50,1,131.78,2.44,6,
615,QFL,50,0,1000000,1000000,6,
616,YSL,50,1,194.84,3.7,6,
617,NWM,50,1,185.47,3.51,6,
618,DG,50,1,170.61,3.21,6,
619,LLC,50,1,187.73,3.55,6,
621,XBC,50,0,1000000,1000000,6,
623,LJG,50,1,173.06,3.26,6,
727,CJD,50,1,161.44,3.03,7,
726,LGDX,50,1,197.28,3.75,7,
810,SLD,50,1,158.45,2.97,8,
812,SQL,50,1,163.86,3.08,8,
813,DDL,50,1,123.88,2.28,8,
815,NJQ,50,1,192.93,3.66,8,
816,JXDD,50,1,101.36,1.83,8,
817,GPDD,50,1,156.92,2.94,8,
818,SY,50,0,1000000,1000000,8,
819,LH,50,1,172.45,3.25,8,
901,JRCD,50,0,1000000,1000000,9,
907,HX,50,1,174.74,3.29,9,
913,HTB,50,0,1000000,1000000,9,
1036,XP,50,1,129.91,2.4,10,
