ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,128.61,2.37,1,
122,HCBZ,50,1,148.77,2.78,1,
125,LMS,50,1,174.06,3.28,1,
126,TFGC,50,1,187.25,3.54,1,
129,STYG,50,1,184.27,3.49,1,
132,HCNZ,50,1,107.57,1.95,1,
135,FHY,50,1,195.58,3.71,1,
141,SH,50,1,117.72,2.15,1,
143,WGS,50,1,141.4,2.63,1,
154,KXC,50,0,1000000,1000000,1,
221,XP,50,1,182.15,3.44,2,
229,YPTX,50,0,1000000,1000000,2,
232,ZYDSYY,50,1,133.2,2.46,2,
236,CXL,50,1,131.05,2.42,2,
242,CDDKZ,50,1,163.87,3.08,2,
252,LQY,50,1,117.16,2.14,2,
348,SLXZ,50,0,1000000,1000000,3,
340,WQNL,50,1,190.13,3.6,3,
337,TPY,50,0,1000000,1000000,3,
335,GSQ,50,1,193.92,3.68,3,
329,SEYY,50,0,1000000,1000000,3,
325,SMQ,50,1,109.48,1.99,3,
312,CDYXY,50,1,143.57,2.67,3,
413,WS,50,1,160.8,3.02,4,
424,CDXZ,50,1,138.95,2.58,4,
426,WHG,50,1,195.51,3.71,4,
437,HSD,50,1,120.59,2.21,4,
442,XHZ,50,0,1000000,1000000,4,
520,HGL,50,1,128.27,2.37,5,
536,BZXEL,50,1,169.89,3.2,5,
546,SXS,50,0,1000000,1000000,5,
550,JCDD,50,1,147.54,2.75,5,
560,HL,50,1,130.35,2.41,5,
610,WCC,50,1,169.06,3.18,6,
612,XNJD,50,1,180.62,3.41,6,
613,XBQ,50,1,155.55,2.91,6,
614,RMBL,50,1,187.33,3.55,6,
615,QFL,50,0,1000000,1000000,6,
616,YSL,50,0,1000000,1000000,6,
617,NWM,50,1,141.91,2.64,6,
618,DG,50,1,123.32,2.27,6,
619,LLC,50,1,106.64,1.93,6,
621,XBC,50,0,1000000,1000000,6,
623,LJG,50,0,1000000,1000000,6,
727,CJD,50,1,196.07,3.72,7,
726,LGDX,50,1,136.72,2.53,7,
810,SLD,50,1,137.17,2.54,8,
812,SQL,50,1,124.11,2.28,8,
813,DDL,50,1,132.76,2.46,8,
815,NJQ,50,1,166.33,3.13,8,
816,JXDD,50,1,143.64,2.67,8,
817,GPDD,50,1,196.22,3.72,8,
818,SY,50,0,1000000,1000000,8,
819,LH,50,1,125.75,2.32,8,
901,JRCD,50,1,164.18,3.08,9,
907,HX,50,0,1000000,1000000,9,
913,HTB,50,1,121.89,2.24,9,
1036,XP,50,1,130.5,2.41,10,
