ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,0,1000000,1000000,1
122,HCBZ,50,1,133.09,2.46,1
125,LMS,50,1,177.8,3.36,1
126,TFGC,50,0,1000000,1000000,1
129,STYG,50,0,1000000,1000000,1
132,HCNZ,50,1,168.76,3.18,1
135,FHY,50,1,127.33,2.35,1
141,SH,50,1,122.91,2.26,1
143,WGS,50,1,121.21,2.22,1
154,KXC,50,1,162.09,3.04,1
221,XP,50,0,1000000,1000000,2
229,YPTX,50,0,1000000,1000000,2
232,ZYDSYY,50,1,158.1,2.96,2
236,CXL,50,1,134.66,2.49,2
242,CDDKZ,50,1,173.61,3.27,2
252,LQY,50,0,1000000,1000000,2
348,SLXZ,50,1,140.84,2.62,3
340,WQNL,50,1,191.06,3.62,3
337,TPY,50,1,115.35,2.11,3
335,GSQ,50,1,111.74,2.03,3
329,SEYY,50,1,126.86,2.34,3
325,SMQ,50,1,152.69,2.85,3
312,CDYXY,50,0,1000000,1000000,3
413,WS,50,0,1000000,1000000,4
424,CDXZ,50,1,105.11,1.9,4
426,WHG,50,1,102.93,1.86,4
437,HSD,50,0,1000000,1000000,4
442,XHZ,50,1,106.49,1.93,4
520,HGL,50,1,130.98,2.42,5
536,BZXEL,50,1,125.71,2.31,5
546,SXS,50,1,145.91,2.72,5
550,JCDD,50,0,1000000,1000000,5
560,HL,50,0,1000000,1000000,5
727,CJD,50,1,107.03,1.94,7
726,LGDX,50,1,144.96,2.7,7
901,JRCD,50,1,123.41,2.27,9
907,HX,50,0,1000000,1000000,9
913,HTB,50,0,1000000,1000000,9
1036,XP,50,0,1000000,1000000,10
