ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,0,1000000,1000000,1
122,HCBZ,50,0,1000000,1000000,1
125,LMS,50,1,171.97,3.24,1
126,TFGC,50,1,153.24,2.86,1
129,STYG,50,1,166.63,3.13,1
132,HCNZ,50,1,170.99,3.22,1
141,SH,50,1,108.45,1.97,1
143,WGS,50,1,179.25,3.38,1
154,KXC,50,1,179.14,3.38,1
221,XP,50,0,1000000,1000000,2
229,YPTX,50,1,136.8,2.54,2
232,ZYDSYY,50,1,153.83,2.88,2
236,CXL,50,1,150.33,2.81,2
242,CDDKZ,50,1,129.47,2.39,2
252,LQY,50,1,171.13,3.22,2
348,SLXZ,50,0,1000000,1000000,3
337,TPY,50,1,173.78,3.28,3
335,GSQ,50,1,157.46,2.95,3
329,SEYY,50,1,158.13,2.96,3
325,SMQ,50,1,187.66,3.55,3
312,CDYXY,50,1,176.05,3.32,3
413,WS,50,1,177.8,3.36,4
426,WHG,50,1,150.78,2.82,4
437,HSD,50,0,1000000,1000000,4
442,XHZ,50,1,124.9,2.3,4
520,HGL,50,1,170.92,3.22,5
536,BZXEL,50,1,165.78,3.12,5
546,SXS,50,1,104.48,1.89,5
560,HL,50,1,130.34,2.41,5
727,CJD,50,0,1000000,1000000,7
726,LGDX,50,1,115.58,2.11,7
