ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,194.96,3.7,1
122,HCBZ,50,1,191.74,3.63,1
125,LMS,50,1,123.56,2.27,1
126,TFGC,50,1,184.87,3.5,1
129,STYG,50,1,112.84,2.06,1
132,HCNZ,50,1,179.29,3.39,1
135,FHY,50,1,161.08,3.02,1
141,SH,50,1,111.61,2.03,1
143,WGS,50,0,1000000,1000000,1
154,KXC,50,1,154.23,2.88,1
221,XP,50,0,1000000,1000000,2
229,YPTX,50,1,105.23,1.9,2
232,ZYDSYY,50,1,190.42,3.61,2
236,CXL,50,1,144.4,2.69,2
242,CDDKZ,50,1,197.34,3.75,2
252,LQY,50,1,114.69,2.09,2
348,SLXZ,50,1,153.99,2.88,3
340,WQNL,50,1,103.36,1.87,3
337,TPY,50,1,148.6,2.77,3
335,GSQ,50,1,164.09,3.08,3
329,SEYY,50,1,147.68,2.75,3
325,SMQ,50,1,172.55,3.25,3
312,CDYXY,50,1,169.5,3.19,3
413,WS,50,1,151.6,2.83,4
424,CDXZ,50,1,134.26,2.49,4
426,WHG,50,1,148.23,2.76,4
437,HSD,50,1,174.88,3.3,4
442,XHZ,50,1,190.02,3.6,4
520,HGL,50,1,121.09,2.22,5
536,BZXEL,50,1,101.5,1.83,5
546,SXS,50,1,144.07,2.68,5
550,JCDD,50,1,168.2,3.16,5
560,HL,50,0,1000000,1000000,5
727,CJD,50,0,1000000,1000000,7
726,LGDX,50,1,173.63,3.27,7
901,JRCD,50,1,102.79,1.86,9
907,HX,50,1,172.18,3.24,9
913,HTB,50,1,120.27,2.21,9
1036,XP,50,1,124.52,2.29,10
