ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,0,1000000,1000000,1,
122,HCBZ,50,1,127.98,2.36,1,
125,LMS,50,1,116.72,2.13,1,
126,TFGC,50,1,119.51,2.19,1,
129,STYG,50,1,150.63,2.81,1,
132,HCNZ,50,1,120.74,2.21,1,
135,FHY,50,1,194.93,3.7,1,
141,SH,50,1,123.18,2.26,1,
143,WGS,50,1,188.25,3.56,1,
154,KXC,50,1,190.8,3.62,1,
221,XP,50,1,154.05,2.88,2,
229,YPTX,50,0,1000000,1000000,2,
232,ZYDSYY,50,1,154.69,2.89,2,
236,CXL,50,1,127.74,2.35,2,
242,CDDKZ,50,0,1000000,1000000,2,
252,LQY,50,1,168.82,3.18,2,
348,SLXZ,50,1,161.9,3.04,3,
340,WQNL,50,1,146.67,2.73,3,
337,TPY,50,1,153.62,2.87,3,
335,GSQ,50,1,155.23,2.9,3,
329,SEYY,50,1,176.44,3.33,3,
325,SMQ,50,1,136.72,2.53,3,
312,CDYXY,50,1,113.74,2.07,3,
413,WS,50,0,1000000,1000000,4,
424,CDXZ,50,1,118.96,2.18,4,
426,WHG,50,1,110.49,2.01,4,
437,HSD,50,1,199.04,3.78,4,
442,XHZ,50,1,186.3,3.53,4,
520,HGL,50,0,1000000,1000000,5,
536,BZXEL,50,1,122.62,2.25,5,
546,SXS,50,1,158.3,2.97,5,
550,JCDD,50,1,117.66,2.15,5,
560,HL,50,1,160.68,3.01,5,
727,CJD,50,1,156.12,2.92,7,
726,LGDX,50,0,1000000,1000000,7,
810,SLD,50,1,151.88,2.84,8,
812,SQL,50,1,105.92,1.92,8,
813,DDL,50,0,1000000,1000000,8,
815,NJQ,50,1,123.44,2.27,8,
816,JXDD,50,1,135.9,2.52,8,
817,GPDD,50,1,129.49,2.39,8,
818,SY,50,1,134.06,2.48,8,
819,LH,50,1,108.81,1.98,8,
901,JRCD,50,1,173.37,3.27,9,
907,HX,50,1,195.48,3.71,9,
913,HTB,50,1,101.2,1.82,9,
1036,XP,50,1,135.61,2.51,10,
