ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,0,1000000,1000000,1,
122,HCBZ,50,1,118.37,2.17,1,
125,LMS,50,1,143.82,2.68,1,
126,TFGC,50,0,1000000,1000000,1,
129,STYG,50,1,133.66,2.47,1,
132,HCNZ,50,1,124.68,2.29,1,
135,FHY,50,1,159.95,3,1,
141,SH,50,1,174.26,3.29,1,
143,WGS,50,0,1000000,1000000,1,
154,KXC,50,1,194.01,3.68,1,
221,XP,50,0,1000000,1000000,2,
229,YPTX,50,0,1000000,1000000,2,
232,ZYDSYY,50,1,118.15,2.16,2,
236,CXL,50,1,109.28,1.99,2,
242,CDDKZ,50,1,197.26,3.75,2,
252,LQY,50,0,1000000,1000000,2,
348,SLXZ,50,1,198.2,3.76,3,
340,WQNL,50,1,125.89,2.32,3,
337,TPY,50,0,1000000,1000000,3,
335,GSQ,50,0,1000000,1000000,3,
329,SEYY,50,1,114.16,2.08,3,
325,SMQ,50,0,1000000,1000000,3,
312,CDYXY,50,1,120.97,2.22,3,
413,WS,50,1,145.9,2.72,4,
424,CDXZ,50,1,120.85,2.22,4,
426,WHG,50,1,125.97,2.32,4,
437,HSD,50,0,1000000,1000000,4,
442,XHZ,50,1,118.75,2.17,4,
520,HGL,50,1,155.76,2.92,5,
536,BZXEL,50,0,1000000,1000000,5,
546,SXS,50,0,1000000,1000000,5,
550,JCDD,50,1,150.34,2.81,5,
560,HL,50,0,1000000,1000000,5,
727,CJD,50,0,1000000,1000000,7,
726,LGDX,50,1,164.32,3.09,7,
810,SLD,50,0,1000000,1000000,8,
812,SQL,50,1,105.55,1.91,8,
813,DDL,50,0,1000000,1000000,8,
815,NJQ,50,0,1000000,1000000,8,
816,JXDD,50,1,125.59,2.31,8,
817,GPDD,50,1,139.26,2.59,8,
818,SY,50,1,188.04,3.56,8,
819,LH,50,1,168.34,3.17,8,
901,JRCD,50,1,149.15,2.78,9,
907,HX,50,1,178.98,3.38,9,
913,HTB,50,1,177.12,3.34,9,
1036,XP,50,1,107.89,1.96,10,
