ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,173.81,3.28,1,
122,HCBZ,50,1,124.59,2.29,1,
125,LMS,50,1,106.06,1.92,1,
126,TFGC,50,1,174.55,3.29,1,
129,STYG,50,1,153.28,2.87,1,
132,HCNZ,50,1,153.01,2.86,1,
135,FHY,50,1,114.03,2.08,1,
141,SH,50,0,1000000,1000000,1,
143,WGS,50,1,177.1,3.34,1,
154,KXC,50,1,124.28,2.29,1,
221,XP,50,1,137.27,2.55,2,
229,YPTX,50,1,190.06,3.6,2,
232,ZYDSYY,50,1,182.91,3.46,2,
236,CXL,50,1,123.04,2.26,2,
242,CDDKZ,50,0,1000000,1000000,2,
252,LQY,50,1,171.06,3.22,2,
348,SLXZ,50,0,1000000,1000000,3,
340,WQNL,50,1,177.85,3.36,3,
337,TPY,50,1,194.68,3.69,3,
335,GSQ,50,1,121.96,2.24,3,
329,SEYY,50,0,1000000,1000000,3,
325,SMQ,50,1,185.88,3.52,3,
312,CDYXY,50,1,109.54,1.99,3,
413,WS,50,1,140.88,2.62,4,
424,CDXZ,50,0,1000000,1000000,4,
426,WHG,50,1,171.33,3.23,4,
437,HSD,50,1,131.27,2.43,4,
442,XHZ,50,1,170.79,3.22,4,
520,HGL,50,1,161.27,3.03,5,
536,BZXEL,50,0,1000000,1000000,5,
546,SXS,50,0,1000000,1000000,5,
550,JCDD,50,1,194.6,3.69,5,
560,HL,50,0,1000000,1000000,5,
727,CJD,50,1,126.58,2.33,7,
726,LGDX,50,1,143.08,2.66,7,
810,SLD,50,1,196.76,3.74,8,
812,SQL,50,0,1000000,1000000,8,
813,DDL,50,1,199.2,3.78,8,
815,NJQ,50,0,1000000,1000000,8,
816,JXDD,50,1,110.83,2.02,8,
817,GPDD,50,1,118.77,2.18,8,
818,SY,50,1,177.5,3.35,8,
819,LH,50,0,1000000,1000000,8,
901,JRCD,50,1,189,3.58,9,
907,HX,50,1,113.93,2.08,9,
913,HTB,50,0,1000000,1000000,9,
1036,XP,50,1,128.31,2.37,10,
