ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,130.3,2.41,1,
122,HCBZ,50,1,178.38,3.37,1,
125,LMS,50,1,156.95,2.94,1,
126,TFGC,50,0,1000000,1000000,1,
129,STYG,50,0,1000000,1000000,1,
132,HCNZ,50,0,1000000,1000000,1,
135,FHY,50,1,144.18,2.68,1,
141,SH,50,0,1000000,1000000,1,
143,WGS,50,0,1000000,1000000,1,
154,KXC,50,1,178.48,3.37,1,
221,XP,50,1,167.49,3.15,2,
229,YPTX,50,1,117.69,2.15,2,
232,ZYDSYY,50,1,139.41,2.59,2,
236,CXL,50,1,188.79,3.58,2,
242,CDDKZ,50,1,196.47,3.73,2,
252,LQY,50,1,113.04,2.06,2,
348,SLXZ,50,1,119.32,2.19,3,
340,WQNL,50,1,125.56,2.31,3,
337,TPY,50,1,102.91,1.86,3,
335,GSQ,50,1,145.4,2.71,3,
329,SEYY,50,1,108.97,1.98,3,
325,SMQ,50,1,101.01,1.82,3,
312,CDYXY,50,1,142.28,2.65,3,
413,WS,50,0,1000000,1000000,4,
424,CDXZ,50,1,188.04,3.56,4,
426,WHG,50,1,154.42,2.89,4,
437,HSD,50,0,1000000,1000000,4,
442,XHZ,50,0,1000000,1000000,4,
520,HGL,50,1,118.84,2.18,5,
536,BZXEL,50,1,136.49,2.53,5,
546,SXS,50,1,198.38,3.77,5,
550,JCDD,50,0,1000000,1000000,5,
560,HL,50,1,101.82,1.84,5,
727,CJD,50,0,1000000,1000000,7,
726,LGDX,50,1,105.89,1.92,7,
810,SLD,50,1,126.5,2.33,8,
812,SQL,50,0,1000000,1000000,8,
813,DDL,50,1,108.45,1.97,8,
815,NJQ,50,0,1000000,1000000,8,
816,JXDD,50,1,177.11,3.34,8,
817,GPDD,50,1,144.31,2.69,8,
818,SY,50,1,182.96,3.46,8,
819,LH,50,1,172.1,3.24,8,
901,JRCD,50,1,139.75,2.6,9,
907,HX,50,1,185.06,3.5,9,
913,HTB,50,1,116.74,2.13,9,
1036,XP,50,1,190.1,3.6,10,
