ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,0,1000000,1000000,1,
122,HCBZ,50,0,1000000,1000000,1,
125,LMS,50,0,1000000,1000000,1,
126,TFGC,50,0,1000000,1000000,1,
129,STYG,50,1,181.29,3.43,1,
132,HCNZ,50,1,167.57,3.15,1,
135,FHY,50,1,133.03,2.46,1,
141,SH,50,1,120.74,2.21,1,
143,WGS,50,1,163.19,3.06,1,
154,KXC,50,1,115.14,2.1,1,
221,XP,50,1,174.26,3.29,2,
229,YPTX,50,0,1000000,1000000,2,
232,ZYDSYY,50,1,117.45,2.15,2,
236,CXL,50,1,120.34,2.21,2,
242,CDDKZ,50,1,162.68,3.05,2,
252,LQY,50,1,121.4,2.23,2,
348,SLXZ,50,0,1000000,1000000,3,
340,WQNL,50,1,174.89,3.3,3,
337,TPY,50,1,136.16,2.52,3,
335,GSQ,50,1,181.87,3.44,3,
329,SEYY,50,0,1000000,1000000,3,
325,SMQ,50,1,169.41,3.19,3,
312,CDYXY,50,0,1000000,1000000,3,
413,WS,50,0,1000000,1000000,4,
424,CDXZ,50,0,1000000,1000000,4,
426,WHG,50,0,1000000,1000000,4,
437,HSD,50,1,161.79,3.04,4,
442,XHZ,50,1,141.25,2.63,4,
520,HGL,50,1,143.88,2.68,5,
536,BZXEL,50,1,179.76,3.4,5,
546,SXS,50,1,159.55,2.99,5,
550,JCDD,50,0,1000000,1000000,5,
560,HL,50,1,102.01,1.84,5,
610,WCC,50,1,153.91,2.88,6,
612,XNJD,50,1,194.71,3.69,6,
613,XBQ,50,0,1000000,1000000,6,
614,RMBL,50,1,145.56,2.71,6,
615,QFL,50,0,1000000,1000000,6,
616,YSL,50,1,158.24,2.96,6,
617,NWM,50,1,175.87,3.32,6,
618,DG,50,1,122.47,2.25,6,
619,LLC,50,0,1000000,1000000,6,
621,XBC,50,0,1000000,1000000,6,
623,LJG,50,0,1000000,1000000,6,
727,CJD,50,0,1000000,1000000,7,
726,LGDX,50,1,124.7,2.29,7,
810,SLD,50,0,1000000,1000000,8,
812,SQL,50,0,1000000,1000000,8,
813,DDL,50,1,154.93,2.9,8,
815,NJQ,50,1,182.99,3.46,8,
816,JXDD,50,0,1000000,1000000,8,
817,GPDD,50,1,128.42,2.37,8,
818,SY,50,1,155.73,2.91,8,
819,LH,50,0,1000000,1000000,8,
901,JRCD,50,1,157.4,2.95,9,
907,HX,50,1,110.51,2.01,9,
913,HTB,50,1,103.83,1.88,9,
1036,XP,50,0,1000000,1000000,10,
