ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,153.03,2.86,1,
122,HCBZ,50,1,166.91,3.14,1,
125,LMS,50,1,180.55,3.41,1,
126,TFGC,50,1,146.91,2.74,1,
129,STYG,50,1,197.63,3.75,1,
132,HCNZ,50,1,181.91,3.44,1,
135,FHY,50,1,165.24,3.1,1,
141,SH,50,1,103.06,1.86,1,
143,WGS,50,1,172.6,3.25,1,
154,KXC,50,1,173.61,3.27,1,
221,XP,50,1,143.61,2.67,2,
229,YPTX,50,1,137.08,2.54,2,
232,ZYDSYY,50,1,170.87,3.22,2,
236,CXL,50,1,143.13,2.66,2,
242,CDDKZ,50,1,126.69,2.33,2,
252,LQY,50,1,126.47,2.33,2,
348,SLXZ,50,1,106.54,1.93,3,
340,WQNL,50,1,117.8,2.16,3,
337,TPY,50,1,164.61,3.09,3,
335,GSQ,50,1,113.44,2.07,3,
329,SEYY,50,1,116.35,2.13,3,
325,SMQ,50,1,115.26,2.11,3,
312,CDYXY,50,1,154.17,2.88,3,
413,WS,50,1,194.4,3.69,4,
424,CDXZ,50,1,143.19,2.66,4,
426,WHG,50,1,138.09,2.56,4,
437,HSD,50,1,111.15,2.02,4,
442,XHZ,50,1,174.36,3.29,4,
520,HGL,50,1,120.56,2.21,5,
536,BZXEL,50,1,102.75,1.85,5,
546,SXS,50,1,144.61,2.69,5,
550,JCDD,50,1,162.82,3.06,5,
560,HL,50,1,112.82,2.06,5,
727,CJD,50,1,147.47,2.75,7,
726,LGDX,50,1,119.04,2.18,7,
810,SLD,50,1,183.26,3.47,8,
812,SQL,50,0,1000000,1000000,8,
813,DDL,50,0,1000000,1000000,8,
815,NJQ,50,1,161.63,3.03,8,
816,JXDD,50,1,190.16,3.6,8,
817,GPDD,50,1,113.71,2.07,8,
818,SY,50,1,108.85,1.98,8,
819,LH,50,1,192.28,3.65,8,
901,JRCD,50,1,158.84,2.98,9,
907,HX,50,1,168.62,3.17,9,
913,HTB,50,1,137.52,2.55,9,
1036,XP,50,1,124.58,2.29,10,
