ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,199.5,3.79,1,
122,HCBZ,50,1,160.83,3.02,1,
125,LMS,50,1,173.12,3.26,1,
126,TFGC,50,1,111.73,2.03,1,
129,STYG,50,1,139.5,2.59,1,
132,HCNZ,50,1,199.12,3.78,1,
135,FHY,50,1,141.5,2.63,1,
141,SH,50,1,142.97,2.66,1,
143,WGS,50,1,150.82,2.82,1,
154,KXC,50,1,166.41,3.13,1,
221,XP,50,1,119.37,2.19,2,
229,YPTX,50,1,125.74,2.31,2,
232,ZYDSYY,50,1,172.4,3.25,2,
236,CXL,50,1,152.22,2.84,2,
242,CDDKZ,50,1,184.17,3.48,2,
252,LQY,50,1,151.53,2.83,2,
348,SLXZ,50,1,162.72,3.05,3,
340,WQNL,50,0,1000000,1000000,3,
337,TPY,50,1,193.52,3.67,3,
335,GSQ,50,1,141.32,2.63,3,
329,SEYY,50,1,177.69,3.35,3,
325,SMQ,50,1,181.96,3.44,3,
312,CDYXY,50,1,175.99,3.32,3,
413,WS,50,1,130.68,2.41,4,
424,CDXZ,50,1,113.83,2.08,4,
426,WHG,50,1,115.23,2.1,4,
437,HSD,50,1,155.07,2.9,4,
442,XHZ,50,1,196.87,3.74,4,
520,HGL,50,1,161.4,3.03,5,
536,BZXEL,50,1,148.71,2.77,5,
546,SXS,50,1,189.33,3.59,5,
550,JCDD,50,1,123.73,2.27,5,
560,HL,50,0,1000000,1000000,5,
610,WCC,50,1,160.09,3,6,
612,XNJD,50,1,118.67,2.17,6,
613,XBQ,50,1,110.74,2.01,6,
614,RMBL,50,1,144.75,2.69,6,
615,QFL,50,1,190.39,3.61,6,
616,YSL,50,1,198.98,3.78,6,
617,NWM,50,1,182.49,3.45,6,
618,DG,50,1,148.6,2.77,6,
619,LLC,50,1,126.12,2.32,6,
621,XBC,50,1,112.81,2.06,6,
623,LJG,50,1,104.78,1.9,6,
727,CJD,50,1,191.36,3.63,7,
726,LGDX,50,1,163.35,3.07,7,
810,SLD,50,1,168.21,3.16,8,
812,SQL,50,1,135.82,2.52,8,
813,DDL,50,1,138.01,2.56,8,
815,NJQ,50,1,124.34,2.29,8,
816,JXDD,50,1,180.2,3.4,8,
817,GPDD,50,1,198.23,3.76,8,
818,SY,50,1,139.56,2.59,8,
819,LH,50,1,166.85,3.14,8,
901,JRCD,50,0,1000000,1000000,9,
907,HX,50,1,151.76,2.84,9,
913,HTB,50,1,145.06,2.7,9,
1036,XP,50,1,112.93,2.06,10,
