ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,0,1000000,1000000,1
122,HCBZ,50,0,1000000,1000000,1
125,LMS,50,1,199.09,3.78,1
126,TFGC,50,1,156.12,2.92,1
129,STYG,50,1,150.31,2.81,1
132,HCNZ,50,1,114.04,2.08,1
141,SH,50,0,1000000,1000000,1
143,WGS,50,1,127.87,2.36,1
154,KXC,50,1,139.92,2.6,1
221,XP,50,1,142.69,2.65,2
229,YPTX,50,1,106.46,1.93,2
232,ZYDSYY,50,0,1000000,1000000,2
236,CXL,50,0,1000000,1000000,2
242,CDDKZ,50,0,1000000,1000000,2
252,LQY,50,1,183.84,3.48,2
348,SLXZ,50,1,177.79,3.36,3
337,TPY,50,1,123.17,2.26,3
335,GSQ,50,0,1000000,1000000,3
329,SEYY,50,1,107.5,1.95,3
325,SMQ,50,1,116.53,2.13,3
312,CDYXY,50,0,1000000,1000000,3
413,WS,50,1,162.02,3.04,4
426,WHG,50,1,144.89,2.7,4
437,HSD,50,0,1000000,1000000,4
442,XHZ,50,1,121.78,2.24,4
520,HGL,50,0,1000000,1000000,5
536,BZXEL,50,1,191.79,3.64,5
546,SXS,50,1,154.01,2.88,5
560,HL,50,1,123.87,2.28,5
727,CJD,50,1,191.83,3.64,7
726,LGDX,50,0,1000000,1000000,7
