ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,123.46,2.27,1,
122,HCBZ,50,1,107.4,1.95,1,
125,LMS,50,1,116.94,2.14,1,
126,TFGC,50,1,141.49,2.63,1,
129,STYG,50,1,188.51,3.57,1,
132,HCNZ,50,1,109.26,1.99,1,
135,FHY,50,1,124.56,2.29,1,
141,SH,50,0,1000000,1000000,1,
143,WGS,50,1,127.96,2.36,1,
154,KXC,50,1,127.19,2.34,1,
221,XP,50,1,133.69,2.47,2,
229,YPTX,50,1,173.33,3.27,2,
232,ZYDSYY,50,1,114.88,2.1,2,
236,CXL,50,1,191.96,3.64,2,
242,CDDKZ,50,1,160.9,3.02,2,
252,LQY,50,1,198.39,3.77,2,
348,SLXZ,50,1,127.65,2.35,3,
340,WQNL,50,1,132.14,2.44,3,
337,TPY,50,1,163.53,3.07,3,
335,GSQ,50,0,1000000,1000000,3,
329,SEYY,50,1,123.19,2.26,3,
325,SMQ,50,1,124.38,2.29,3,
312,CDYXY,50,1,183.39,3.47,3,
413,WS,50,1,136.58,2.53,4,
424,CDXZ,50,1,123.42,2.27,4,
426,WHG,50,1,173.91,3.28,4,
437,HSD,50,1,154.4,2.89,4,
442,XHZ,50,1,110.42,2.01,4,
520,HGL,50,1,171.61,3.23,5,
536,BZXEL,50,1,139.81,2.6,5,
546,SXS,50,1,120.42,2.21,5,
550,JCDD,50,1,169.15,3.18,5,
560,HL,50,1,108.55,1.97,5,
727,CJD,50,1,103.55,1.87,7,
726,LGDX,50,1,173.46,3.27,7,
810,SLD,50,1,132.54,2.45,8,
812,SQL,50,1,138.57,2.57,8,
813,DDL,50,1,137.94,2.56,8,
815,NJQ,50,1,125.36,2.31,8,
816,JXDD,50,1,188.92,3.58,8,
817,GPDD,50,1,122.68,2.25,8,
818,SY,50,1,160.86,3.02,8,
819,LH,50,1,165.33,3.11,8,
901,JRCD,50,1,167.41,3.15,9,
907,HX,50,1,148.32,2.77,9,
913,HTB,50,1,114.37,2.09,9,
1036,XP,50,1,182.59,3.45,10,
