ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,142.8,2.66,1
122,HCBZ,50,1,110.92,2.02,1
125,LMS,50,1,195.82,3.72,1
126,TFGC,50,1,123.26,2.27,1
132,HCNZ,50,1,106.02,1.92,1
141,SH,50,1,144.29,2.69,1
143,WGS,50,0,1000000,1000000,1
154,KXC,50,1,139.62,2.59,1
221,XP,50,1,126.59,2.33,2
229,YPTX,50,1,130.24,2.4,2
232,ZYDSYY,50,1,126.75,2.34,2
242,CDDKZ,50,0,1000000,1000000,2
252,LQY,50,1,141.19,2.62,2
413,WS,50,1,193.24,3.66,4
426,WHG,50,1,133.15,2.46,4
437,HSD,50,1,185.13,3.5,4
442,XHZ,50,1,124.84,2.3,4
520,HGL,50,1,126.12,2.32,5
536,BZXEL,50,1,123.83,2.28,5
546,SXS,50,0,1000000,1000000,5
560,HL,50,1,171.7,3.23,5
727,CJD,50,1,181.38,3.43,7
726,LGDX,50,1,120.72,2.21,7
