ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,0,1000000,1000000,1
122,HCBZ,50,1,161.23,3.02,1
125,LMS,50,0,1000000,1000000,1
126,TFGC,50,1,157.5,2.95,1
129,STYG,50,1,166.71,3.13,1
132,HCNZ,50,1,164,3.08,1
141,SH,50,0,1000000,1000000,1
143,WGS,50,1,111.68,2.03,1
154,KXC,50,0,1000000,1000000,1
221,XP,50,1,118.08,2.16,2
229,YPTX,50,1,127.81,2.36,2
232,ZYDSYY,50,1,175.57,3.31,2
236,CXL,50,0,1000000,1000000,2
242,CDDKZ,50,1,107.52,1.95,2
252,LQY,50,0,1000000,1000000,2
348,SLXZ,50,1,187.37,3.55,3
337,TPY,50,1,145.16,2.7,3
335,GSQ,50,1,107.84,1.96,3
329,SEYY,50,0,1000000,1000000,3
325,SMQ,50,1,179.03,3.38,3
312,CDYXY,50,0,1000000,1000000,3
413,WS,50,1,165.14,3.1,4
426,WHG,50,1,169.4,3.19,4
437,HSD,50,1,103.84,1.88,4
442,XHZ,50,0,1000000,1000000,4
520,HGL,50,1,179.18,3.38,5
536,BZXEL,50,0,1000000,1000000,5
546,SXS,50,1,180.21,3.4,5
560,HL,50,1,173.2,3.26,5
727,CJD,50,1,111.75,2.03,7
726,LGDX,50,0,1000000,1000000,7
