ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,145.17,2.7,1,
122,HCBZ,50,1,137.04,2.54,1,
125,LMS,50,1,190.78,3.62,1,
126,TFGC,50,1,120.24,2.2,1,
129,STYG,50,1,103.72,1.87,1,
132,HCNZ,50,1,114.16,2.08,1,
135,FHY,50,1,171.62,3.23,1,
141,SH,50,1,189.51,3.59,1,
143,WGS,50,1,180.85,3.42,1,
154,KXC,50,0,1000000,1000000,1,
221,XP,50,1,157.13,2.94,2,
229,YPTX,50,1,177.85,3.36,2,
232,ZYDSYY,50,1,158.36,2.97,2,
236,CXL,50,1,174.07,3.28,2,
242,CDDKZ,50,1,194.95,3.7,2,
252,LQY,50,1,141.24,2.62,2,
348,SLXZ,50,1,141.96,2.64,3,
340,WQNL,50,1,101.33,1.83,3,
337,TPY,50,1,184.67,3.49,3,
335,GSQ,50,1,110.04,2,3,
329,SEYY,50,1,153.92,2.88,3,
325,SMQ,50,1,133.36,2.47,3,
312,CDYXY,50,1,106.5,1.93,3,
413,WS,50,1,175.42,3.31,4,
424,CDXZ,50,1,192.5,3.65,4,
426,WHG,50,1,143.28,2.67,4,
437,HSD,50,1,144.73,2.69,4,
442,XHZ,50,0,1000000,1000000,4,
520,HGL,50,0,1000000,1000000,5,
536,BZXEL,50,1,176.44,3.33,5,
546,SXS,50,1,164.24,3.08,5,
550,JCDD,50,1,168.15,3.16,5,
560,HL,50,1,152.13,2.84,5,
727,CJD,50,1,135.19,2.5,7,
726,LGDX,50,1,109.52,1.99,7,
810,SLD,50,1,117.6,2.15,8,
812,SQL,50,0,1000000,1000000,8,
813,DDL,50,1,101.46,1.83,8,
815,NJQ,50,0,1000000,1000000,8,
816,JXDD,50,1,119.36,2.19,8,
817,GPDD,50,1,105.59,1.91,8,
818,SY,50,1,184.57,3.49,8,
819,LH,50,0,1000000,1000000,8,
901,JRCD,50,0,1000000,1000000,9,
907,HX,50,1,158.95,2.98,9,
913,HTB,50,1,133.62,2.47,9,
1036,XP,50,1,168.75,3.18,10,
