ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,110.94,2.02,1,
122,HCBZ,50,0,1000000,1000000,1,
125,LMS,50,1,179.69,3.39,1,
126,TFGC,50,1,139.93,2.6,1,
129,STYG,50,1,172.09,3.24,1,
132,HCNZ,50,1,134.16,2.48,1,
135,FHY,50,1,112.02,2.04,1,
141,SH,50,1,178.61,3.37,1,
143,WGS,50,1,141.65,2.63,1,
154,KXC,50,1,107.95,1.96,1,
221,XP,50,0,1000000,1000000,2,
229,YPTX,50,1,162.8,3.06,2,
232,ZYDSYY,50,1,102.85,1.86,2,
236,CXL,50,1,138.43,2.57,2,
242,CDDKZ,50,1,102.23,1.84,2,
252,LQY,50,0,1000000,1000000,2,
348,SLXZ,50,1,116.14,2.12,3,
340,WQNL,50,1,103,1.86,3,
337,TPY,50,1,143.73,2.67,3,
335,GSQ,50,1,163.74,3.07,3,
329,SEYY,50,1,162.57,3.05,3,
325,SMQ,50,0,1000000,1000000,3,
312,CDYXY,50,1,198.43,3.77,3,
413,WS,50,0,1000000,1000000,4,
424,CDXZ,50,1,190.05,3.6,4,
426,WHG,50,1,135.48,2.51,4,
437,HSD,50,1,147.84,2.76,4,
442,XHZ,50,1,194.4,3.69,4,
520,HGL,50,0,1000000,1000000,5,
536,BZXEL,50,1,195.99,3.72,5,
546,SXS,50,0,1000000,1000000,5,
550,JCDD,50,1,192.57,3.65,5,
560,HL,50,0,1000000,1000000,5,
727,CJD,50,1,117.89,2.16,7,
726,LGDX,50,1,199.08,3.78,7,
810,SLD,50,0,1000000,1000000,8,
812,SQL,50,1,112.56,2.05,8,
813,DDL,50,1,179.51,3.39,8,
815,NJQ,50,1,120.65,2.21,8,
816,JXDD,50,1,127.51,2.35,8,
817,GPDD,50,1,123.89,2.28,8,
818,SY,50,1,184.44,3.49,8,
819,LH,50,1,111.04,2.02,8,
901,JRCD,50,0,1000000,1000000,9,
907,HX,50,0,1000000,1000000,9,
913,HTB,50,1,167.62,3.15,9,
1036,XP,50,0,1000000,1000000,10,
