ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,150.03,2.8,1,
122,HCBZ,50,1,165.8,3.12,1,
125,LMS,50,1,101.47,1.83,1,
126,TFGC,50,1,110.43,2.01,1,
129,STYG,50,1,198.6,3.77,1,
132,HCNZ,50,1,101.58,1.83,1,
135,FHY,50,1,166.32,3.13,1,
141,SH,50,1,193.21,3.66,1,
143,WGS,50,1,157.09,2.94,1,
154,KXC,50,1,181.99,3.44,1,
221,XP,50,1,147.4,2.75,2,
229,YPTX,50,1,175.45,3.31,2,
232,ZYDSYY,50,1,136.22,2.52,2,
236,CXL,50,1,129.66,2.39,2,
242,CDDKZ,50,1,134.13,2.48,2,
252,LQY,50,1,192.49,3.65,2,
348,SLXZ,50,1,141.45,2.63,3,
340,WQNL,50,1,101.35,1.83,3,
337,TPY,50,1,144.29,2.69,3,
335,GSQ,50,1,191.4,3.63,3,
329,SEYY,50,1,169.32,3.19,3,
325,SMQ,50,1,141.12,2.62,3,
312,CDYXY,50,1,128.13,2.36,3,
413,WS,50,1,164.93,3.1,4,
424,CDXZ,50,1,103.42,1.87,4,
426,WHG,50,1,133.11,2.46,4,
437,HSD,50,0,1000000,1000000,4,
442,XHZ,50,1,112.37,2.05,4,
520,HGL,50,1,131.26,2.43,5,
536,BZXEL,50,1,199.79,3.8,5,
546,SXS,50,1,180.06,3.4,5,
550,JCDD,50,1,108.24,1.96,5,
560,HL,50,1,159.71,2.99,5,
727,CJD,50,1,175.32,3.31,7,
726,LGDX,50,1,137.41,2.55,7,
810,SLD,50,1,179.88,3.4,8,
812,SQL,50,1,163.33,3.07,8,
813,DDL,50,1,143.36,2.67,8,
815,NJQ,50,1,157.8,2.96,8,
816,JXDD,50,1,178.29,3.37,8,
817,GPDD,50,0,1000000,1000000,8,
818,SY,50,1,121.42,2.23,8,
819,LH,50,1,174.31,3.29,8,
901,JRCD,50,1,110.07,2,9,
907,HX,50,1,114.98,2.1,9,
913,HTB,50,1,154.25,2.89,9,
1036,XP,50,1,157.89,2.96,10,
