ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,0,1000000,1000000,1
122,HCBZ,50,0,1000000,1000000,1
125,LMS,50,1,119.15,2.18,1
126,TFGC,50,0,1000000,1000000,1
132,HCNZ,50,1,157.42,2.95,1
141,SH,50,1,129.69,2.39,1
143,WGS,50,1,138.29,2.57,1
154,KXC,50,0,1000000,1000000,1
221,XP,50,1,162.97,3.06,2
229,YPTX,50,1,158.94,2.98,2
232,ZYDSYY,50,1,119.53,2.19,2
242,CDDKZ,50,0,1000000,1000000,2
252,LQY,50,1,128.5,2.37,2
413,WS,50,1,170.18,3.2,4
426,WHG,50,1,132.35,2.45,4
437,HSD,50,0,1000000,1000000,4
442,XHZ,50,1,107.62,1.95,4
520,HGL,50,1,139.17,2.58,5
536,BZXEL,50,1,179.79,3.4,5
546,SXS,50,0,1000000,1000000,5
560,HL,50,0,1000000,1000000,5
727,CJD,50,1,198.75,3.77,7
726,LGDX,50,1,153.38,2.87,7
