ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,0,1000000,1000000,1
122,HCBZ,50,0,1000000,1000000,1
125,LMS,50,1,164.73,3.09,1
126,TFGC,50,1,196.92,3.74,1
129,STYG,50,1,122.69,2.25,1
132,HCNZ,50,1,161.02,3.02,1
135,FHY,50,0,1000000,1000000,1
141,SH,50,0,1000000,1000000,1
143,WGS,50,1,114.24,2.08,1
154,KXC,50,1,159.71,2.99,1
221,XP,50,0,1000000,1000000,2
229,YPTX,50,1,195.58,3.71,2
232,ZYDSYY,50,1,144.62,2.69,2
236,CXL,50,1,153.06,2.86,2
242,CDDKZ,50,1,150.82,2.82,2
252,LQY,50,1,144.48,2.69,2
348,SLXZ,50,1,144.37,2.69,3
340,WQNL,50,1,115.24,2.1,3
337,TPY,50,0,1000000,1000000,3
335,GSQ,50,1,130.01,2.4,3
329,SEYY,50,1,133.01,2.46,3
325,SMQ,50,1,109.69,1.99,3
312,CDYXY,50,1,172.92,3.26,3
413,WS,50,0,1000000,1000000,4
424,CDXZ,50,1,148.28,2.77,4
426,WHG,50,0,1000000,1000000,4
437,HSD,50,1,139.33,2.59,4
442,XHZ,50,1,104.6,1.89,4
520,HGL,50,1,150.04,2.8,5
536,BZXEL,50,1,172.97,3.26,5
546,SXS,50,0,1000000,1000000,5
550,JCDD,50,1,116.79,2.14,5
560,HL,50,1,157.93,2.96,5
727,CJD,50,1,128.41,2.37,7
726,LGDX,50,1,176.25,3.33,7
901,JRCD,50,1,148.82,2.78,9
907,HX,50,1,160.11,3,9
913,HTB,50,1,134.07,2.48,9
1036,XP,50,1,157.53,2.95,10
