ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,171.9,3.24,1
122,HCBZ,50,1,170.25,3.2,1
125,LMS,50,1,136.75,2.54,1
126,TFGC,50,1,118.63,2.17,1
129,STYG,50,1,167.55,3.15,1
132,HCNZ,50,0,1000000,1000000,1
135,FHY,50,1,188.12,3.56,1
141,SH,50,1,192.85,3.66,1
143,WGS,50,1,108.78,1.98,1
154,KXC,50,1,146.14,2.72,1
221,XP,50,1,178.04,3.36,2
229,YPTX,50,0,1000000,1000000,2
232,ZYDSYY,50,1,100.59,1.81,2
236,CXL,50,1,199.38,3.79,2
242,CDDKZ,50,1,161.47,3.03,2
252,LQY,50,1,130.82,2.42,2
348,SLXZ,50,1,199.94,3.8,3
340,WQNL,50,0,1000000,1000000,3
337,TPY,50,1,178.08,3.36,3
335,GSQ,50,0,1000000,1000000,3
329,SEYY,50,1,178.47,3.37,3
325,SMQ,50,1,116.62,2.13,3
312,CDYXY,50,0,1000000,1000000,3
413,WS,50,1,118.47,2.17,4
424,CDXZ,50,1,131.48,2.43,4
426,WHG,50,0,1000000,1000000,4
437,HSD,50,1,145.49,2.71,4
442,XHZ,50,0,1000000,1000000,4
520,HGL,50,0,1000000,1000000,5
536,BZXEL,50,0,1000000,1000000,5
546,SXS,50,1,151.8,2.84,5
550,JCDD,50,1,105.45,1.91,5
560,HL,50,1,109.12,1.98,5
727,CJD,50,1,138.3,2.57,7
726,LGDX,50,1,177.74,3.35,7
901,JRCD,50,1,186.08,3.52,9
907,HX,50,1,199.18,3.78,9
913,HTB,50,1,198.5,3.77,9
1036,XP,50,1,196.92,3.74,10
