ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,0,1000000,1000000,1,
122,HCBZ,50,1,175.74,3.31,1,
125,LMS,50,1,126.13,2.32,1,
126,TFGC,50,1,171.29,3.23,1,
129,STYG,50,1,112.13,2.04,1,
132,HCNZ,50,1,150.02,2.8,1,
135,FHY,50,1,194.38,3.69,1,
141,SH,50,1,145.29,2.71,1,
143,WGS,50,1,165.13,3.1,1,
154,KXC,50,1,192.84,3.66,1,
221,XP,50,1,145.95,2.72,2,
229,YPTX,50,1,195.28,3.71,2,
232,ZYDSYY,50,1,196.29,3.73,2,
236,CXL,50,1,144.22,2.68,2,
242,CDDKZ,50,1,140.21,2.6,2,
252,LQY,50,1,171.01,3.22,2,
348,SLXZ,50,0,1000000,1000000,3,
340,WQNL,50,1,149.72,2.79,3,
337,TPY,50,1,157.35,2.95,3,
335,GSQ,50,1,149.73,2.79,3,
329,SEYY,50,1,157.31,2.95,3,
325,SMQ,50,1,104.6,1.89,3,
312,CDYXY,50,1,172.69,3.25,3,
413,WS,50,1,101.74,1.83,4,
424,CDXZ,50,1,163.51,3.07,4,
426,WHG,50,1,104.86,1.9,4,
437,HSD,50,1,131.02,2.42,4,
442,XHZ,50,1,163.4,3.07,4,
520,HGL,50,1,167.9,3.16,5,
536,BZXEL,50,1,192.11,3.64,5,
546,SXS,50,1,170.93,3.22,5,
550,JCDD,50,1,119.52,2.19,5,
560,HL,50,1,125.1,2.3,5,
727,CJD,50,1,108.93,1.98,7,
726,LGDX,50,1,167.58,3.15,7,
810,SLD,50,1,119.98,2.2,8,
812,SQL,50,1,106.37,1.93,8,
813,DDL,50,1,163.24,3.06,8,
815,NJQ,50,1,104.67,1.89,8,
816,JXDD,50,1,128.16,2.36,8,
817,GPDD,50,1,199.81,3.8,8,
818,SY,50,1,198.19,3.76,8,
819,LH,50,1,187.34,3.55,8,
901,JRCD,50,1,100.93,1.82,9,
907,HX,50,1,188.61,3.57,9,
913,HTB,50,1,191.86,3.64,9,
1036,XP,50,1,150.13,2.8,10,
