ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,186.75,3.53,1
122,HCBZ,50,1,163.92,3.08,1
125,LMS,50,1,185.16,3.5,1
126,TFGC,50,1,171.78,3.24,1
129,STYG,50,1,151.5,2.83,1
132,HCNZ,50,1,106.01,1.92,1
141,SH,50,1,137.28,2.55,1
143,WGS,50,1,110.42,2.01,1
154,KXC,50,1,158.47,2.97,1
221,XP,50,1,106.23,1.92,2
229,YPTX,50,1,139.25,2.58,2
232,ZYDSYY,50,1,169.19,3.18,2
236,CXL,50,1,144.33,2.69,2
242,CDDKZ,50,1,142.75,2.66,2
252,LQY,50,1,171.08,3.22,2
348,SLXZ,50,1,151.54,2.83,3
337,TPY,50,1,156.49,2.93,3
335,GSQ,50,1,127.16,2.34,3
329,SEYY,50,1,121.96,2.24,3
325,SMQ,50,0,1000000,1000000,3
312,CDYXY,50,1,129.56,2.39,3
413,WS,50,1,181.09,3.42,4
426,WHG,50,1,128.68,2.37,4
437,HSD,50,1,144.74,2.69,4
442,XHZ,50,1,155.22,2.9,4
520,HGL,50,1,109.21,1.98,5
536,BZXEL,50,1,189.96,3.6,5
546,SXS,50,1,111.19,2.02,5
560,HL,50,1,190.73,3.61,5
727,CJD,50,1,192.68,3.65,7
726,LGDX,50,1,128.91,2.38,7
