ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,132.99,2.46,1
122,HCBZ,50,1,103.53,1.87,1
125,LMS,50,1,100.74,1.81,1
126,TFGC,50,1,194.2,3.68,1
129,STYG,50,1,116.15,2.12,1
132,HCNZ,50,1,193.97,3.68,1
141,SH,50,1,157.3,2.95,1
143,WGS,50,1,134.92,2.5,1
154,KXC,50,1,161.53,3.03,1
221,XP,50,1,176.94,3.34,2
229,YPTX,50,1,178.91,3.38,2
232,ZYDSYY,50,1,119.76,2.2,2
236,CXL,50,1,120.8,2.22,2
242,CDDKZ,50,1,198.8,3.78,2
252,LQY,50,1,156.29,2.93,2
348,SLXZ,50,1,149.63,2.79,3
337,TPY,50,1,199.14,3.78,3
335,GSQ,50,1,175.11,3.3,3
329,SEYY,50,1,131.38,2.43,3
325,SMQ,50,1,188.73,3.57,3
312,CDYXY,50,1,148.55,2.77,3
413,WS,50,1,192.98,3.66,4
426,WHG,50,1,152.07,2.84,4
437,HSD,50,1,151.27,2.83,4
442,XHZ,50,1,153.79,2.88,4
520,HGL,50,1,167.08,3.14,5
536,BZXEL,50,1,161.59,3.03,5
546,SXS,50,1,164.43,3.09,5
560,HL,50,1,197.49,3.75,5
727,CJD,50,1,159.59,2.99,7
726,LGDX,50,0,1000000,1000000,7
