ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,0,1000000,1000000,1
122,HCBZ,50,1,121.14,2.22,1
125,LMS,50,1,191.18,3.62,1
126,TFGC,50,1,167.32,3.15,1
132,HCNZ,50,1,145.16,2.7,1
141,SH,50,1,106.33,1.93,1
143,WGS,50,1,175,3.3,1
154,KXC,50,0,1000000,1000000,1
221,XP,50,1,118.81,2.18,2
229,YPTX,50,1,100.89,1.82,2
232,ZYDSYY,50,1,167.24,3.14,2
242,CDDKZ,50,1,166.77,3.14,2
252,LQY,50,1,111.1,2.02,2
413,WS,50,0,1000000,1000000,4
426,WHG,50,1,137.48,2.55,4
437,HSD,50,1,161.73,3.03,4
442,XHZ,50,1,148.24,2.76,4
520,HGL,50,1,114.26,2.09,5
536,BZXEL,50,1,116.42,2.13,5
546,SXS,50,1,174.24,3.28,5
560,HL,50,1,111.77,2.04,5
727,CJD,50,1,113.68,2.07,7
726,LGDX,50,1,114.22,2.08,7
