ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,100.8,1.82,1,
122,HCBZ,50,1,150.01,2.8,1,
125,LMS,50,1,164.68,3.09,1,
126,TFGC,50,0,1000000,1000000,1,
129,STYG,50,1,182.35,3.45,1,
132,HCNZ,50,0,1000000,1000000,1,
135,FHY,50,1,172.52,3.25,1,
141,SH,50,1,136.07,2.52,1,
143,WGS,50,1,182.1,3.44,1,
154,KXC,50,0,1000000,1000000,1,
221,XP,50,1,155.38,2.91,2,
229,YPTX,50,1,111.51,2.03,2,
232,ZYDSYY,50,0,1000000,1000000,2,
236,CXL,50,1,195.07,3.7,2,
242,CDDKZ,50,0,1000000,1000000,2,
252,LQY,50,0,1000000,1000000,2,
348,SLXZ,50,0,1000000,1000000,3,
340,WQNL,50,1,198.48,3.77,3,
337,TPY,50,0,1000000,1000000,3,
335,GSQ,50,0,1000000,1000000,3,
329,SEYY,50,0,1000000,1000000,3,
325,SMQ,50,1,103.59,1.87,3,
312,CDYXY,50,1,129.73,2.39,3,
413,WS,50,1,162.27,3.05,4,
424,CDXZ,50,1,193.49,3.67,4,
426,WHG,50,1,199.38,3.79,4,
437,HSD,50,0,1000000,1000000,4,
442,XHZ,50,1,167.75,3.15,4,
520,HGL,50,1,195,3.7,5,
536,BZXEL,50,1,172.31,3.25,5,
546,SXS,50,0,1000000,1000000,5,
550,JCDD,50,1,119.86,2.2,5,
560,HL,50,1,152.45,2.85,5,
727,CJD,50,0,1000000,1000000,7,
726,LGDX,50,1,107.63,1.95,7,
810,SLD,50,1,117.63,2.15,8,
812,SQL,50,1,183.14,3.46,8,
813,DDL,50,1,140.14,2.6,8,
815,NJQ,50,0,1000000,1000000,8,
816,JXDD,50,0,1000000,1000000,8,
817,GPDD,50,1,191.15,3.62,8,
818,SY,50,1,168.5,3.17,8,
819,LH,50,1,123.45,2.27,8,
901,JRCD,50,1,117.61,2.15,9,
907,HX,50,1,116.86,2.14,9,
913,HTB,50,0,1000000,1000000,9,
1036,XP,50,0,1000000,1000000,10,
