ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,148.66,2.77,1,
122,HCBZ,50,1,142.76,2.66,1,
125,LMS,50,1,188.47,3.57,1,
126,TFGC,50,0,1000000,1000000,1,
129,STYG,50,1,111.24,2.02,1,
132,HCNZ,50,1,143.6,2.67,1,
135,FHY,50,1,189.21,3.58,1,
141,SH,50,1,197.93,3.76,1,
143,WGS,50,1,191.91,3.64,1,
154,KXC,50,1,135.33,2.51,1,
221,XP,50,1,133.85,2.48,2,
229,YPTX,50,1,167.3,3.15,2,
232,ZYDSYY,50,1,182.27,3.45,2,
236,CXL,50,1,181.91,3.44,2,
242,CDDKZ,50,0,1000000,1000000,2,
252,LQY,50,1,181.62,3.43,2,
348,SLXZ,50,1,145.4,2.71,3,
340,WQNL,50,1,133.83,2.48,3,
337,TPY,50,1,190.56,3.61,3,
335,GSQ,50,1,123.36,2.27,3,
329,SEYY,50,1,149.15,2.78,3,
325,SMQ,50,1,165.54,3.11,3,
312,CDYXY,50,1,133.42,2.47,3,
413,WS,50,1,154.94,2.9,4,
424,CDXZ,50,1,103.71,1.87,4,
426,WHG,50,1,179.92,3.4,4,
437,HSD,50,1,169.09,3.18,4,
442,XHZ,50,0,1000000,1000000,4,
520,HGL,50,0,1000000,1000000,5,
536,BZXEL,50,1,100.24,1.8,5,
546,SXS,50,1,112.1,2.04,5,
550,JCDD,50,1,109.61,1.99,5,
560,HL,50,1,150.76,2.82,5,
610,WCC,50,0,1000000,1000000,6,
612,XNJD,50,1,109.04,1.98,6,
613,XBQ,50,1,103.61,1.87,6,
614,RMBL,50,1,113.15,2.06,6,
615,QFL,50,1,178.73,3.37,6,
616,YSL,50,1,141.55,2.63,6,
617,NWM,50,1,124.9,2.3,6,
618,DG,50,1,161.12,3.02,6,
619,LLC,50,1,112.03,2.04,6,
621,XBC,50,1,134.77,2.5,6,
623,LJG,50,0,1000000,1000000,6,
727,CJD,50,1,104.9,1.9,7,
726,LGDX,50,1,131.07,2.42,7,
810,SLD,50,0,1000000,1000000,8,
812,SQL,50,1,166.98,3.14,8,
813,DDL,50,1,186.48,3.53,8,
815,NJQ,50,1,168.81,3.18,8,
816,JXDD,50,1,171.01,3.22,8,
817,GPDD,50,1,190.73,3.61,8,
818,SY,50,1,107.9,1.96,8,
819,LH,50,1,151.1,2.82,8,
901,JRCD,50,1,159.63,2.99,9,
907,HX,50,0,1000000,1000000,9,
913,HTB,50,1,197.19,3.74,9,
1036,XP,50,1,126.88,2.34,10,
