ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,133.36,2.47,1
122,HCBZ,50,1,127.1,2.34,1
125,LMS,50,1,113.24,2.06,1
126,TFGC,50,0,1000000,1000000,1
132,HCNZ,50,1,199.76,3.8,1
141,SH,50,1,130.62,2.41,1
143,WGS,50,1,156.55,2.93,1
154,KXC,50,0,1000000,1000000,1
221,XP,50,1,132.96,2.46,2
229,YPTX,50,1,145.12,2.7,2
232,ZYDSYY,50,1,135.93,2.52,2
242,CDDKZ,50,0,1000000,1000000,2
252,LQY,50,1,116.14,2.12,2
413,WS,50,1,129.29,2.39,4
426,WHG,50,1,116.21,2.12,4
437,HSD,50,0,1000000,1000000,4
442,XHZ,50,1,180.81,3.42,4
520,HGL,50,1,102.52,1.85,5
536,BZXEL,50,1,102.06,1.84,5
546,SXS,50,0,1000000,1000000,5
560,HL,50,0,1000000,1000000,5
727,CJD,50,0,1000000,1000000,7
726,LGDX,50,0,1000000,1000000,7
