ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,0,1000000,1000000,1
122,HCBZ,50,1,147.84,2.76,1
125,LMS,50,0,1000000,1000000,1
126,TFGC,50,1,155.2,2.9,1
129,STYG,50,0,1000000,1000000,1
132,HCNZ,50,1,128.77,2.38,1
135,FHY,50,1,101.37,1.83,1
141,SH,50,1,105.73,1.91,1
143,WGS,50,0,1000000,1000000,1
154,KXC,50,1,177.77,3.36,1
221,XP,50,0,1000000,1000000,2
229,YPTX,50,1,185.51,3.51,2
232,ZYDSYY,50,0,1000000,1000000,2
236,CXL,50,1,131.95,2.44,2
242,CDDKZ,50,1,127.86,2.36,2
252,LQY,50,1,195.07,3.7,2
348,SLXZ,50,0,1000000,1000000,3
340,WQNL,50,1,188.66,3.57,3
337,TPY,50,0,1000000,1000000,3
335,GSQ,50,1,197.46,3.75,3
329,SEYY,50,0,1000000,1000000,3
325,SMQ,50,1,147.41,2.75,3
312,CDYXY,50,1,130.89,2.42,3
413,WS,50,1,150.61,2.81,4
424,CDXZ,50,0,1000000,1000000,4
426,WHG,50,1,120.85,2.22,4
437,HSD,50,0,1000000,1000000,4
442,XHZ,50,1,110.6,2.01,4
520,HGL,50,0,1000000,1000000,5
536,BZXEL,50,1,148.66,2.77,5
546,SXS,50,0,1000000,1000000,5
550,JCDD,50,1,197.56,3.75,5
560,HL,50,0,1000000,1000000,5
727,CJD,50,1,140.61,2.61,7
726,LGDX,50,1,160.7,3.01,7
901,JRCD,50,1,125.2,2.3,9
907,HX,50,1,148.98,2.78,9
913,HTB,50,1,144.33,2.69,9
1036,XP,50,1,178.33,3.37,10
