ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,139.6,2.59,1,
122,HCBZ,50,1,102.6,1.85,1,
125,LMS,50,0,1000000,1000000,1,
126,TFGC,50,1,148.6,2.77,1,
129,STYG,50,1,180.43,3.41,1,
132,HCNZ,50,0,1000000,1000000,1,
135,FHY,50,0,1000000,1000000,1,
141,SH,50,1,118.16,2.16,1,
143,WGS,50,0,1000000,1000000,1,
154,KXC,50,0,1000000,1000000,1,
221,XP,50,0,1000000,1000000,2,
229,YPTX,50,0,1000000,1000000,2,
232,ZYDSYY,50,0,1000000,1000000,2,
236,CXL,50,1,103.19,1.86,2,
242,CDDKZ,50,0,1000000,1000000,2,
252,LQY,50,1,114.25,2.08,2,
348,SLXZ,50,1,181.35,3.43,3,
340,WQNL,50,1,100.86,1.82,3,
337,TPY,50,1,110.26,2.01,3,
335,GSQ,50,1,167.04,3.14,3,
329,SEYY,50,1,154.55,2.89,3,
325,SMQ,50,1,121.56,2.23,3,
312,CDYXY,50,0,1000000,1000000,3,
413,WS,50,1,116.92,2.14,4,
424,CDXZ,50,1,175.63,3.31,4,
426,WHG,50,1,160.9,3.02,4,
437,HSD,50,1,160.29,3.01,4,
442,XHZ,50,0,1000000,1000000,4,
520,HGL,50,0,1000000,1000000,5,
536,BZXEL,50,1,142.72,2.65,5,
546,SXS,50,1,181.9,3.44,5,
550,JCDD,50,0,1000000,1000000,5,
560,HL,50,1,169.4,3.19,5,
610,WCC,50,1,156.88,2.94,6,
612,XNJD,50,0,1000000,1000000,6,
613,XBQ,50,0,1000000,1000000,6,
614,RMBL,50,0,1000000,1000000,6,
615,QFL,50,1,145.55,2.71,6,
616,YSL,50,0,1000000,1000000,6,
617,NWM,50,0,1000000,1000000,6,
618,DG,50,1,139.14,2.58,6,
619,LLC,50,0,1000000,1000000,6,
621,XBC,50,0,1000000,1000000,6,
623,LJG,50,1,110.19,2,6,
727,CJD,50,0,1000000,1000000,7,
726,LGDX,50,0,1000000,1000000,7,
810,SLD,50,0,1000000,1000000,8,
812,SQL,50,0,1000000,1000000,8,
813,DDL,50,1,106.91,1.94,8,
815,NJQ,50,1,117.84,2.16,8,
816,JXDD,50,1,189.59,3.59,8,
817,GPDD,50,0,1000000,1000000,8,
818,SY,50,0,1000000,1000000,8,
819,LH,50,1,105.09,1.9,8,
901,JRCD,50,1,129.63,2.39,9,
907,HX,50,0,1000000,1000000,9,
913,HTB,50,1,137.73,2.55,9,
1036,XP,50,0,1000000,1000000,10,
