ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,169.66,3.19,1,
122,HCBZ,50,1,105.99,1.92,1,
125,LMS,50,1,125.26,2.31,1,
126,TFGC,50,1,138.94,2.58,1,
129,STYG,50,0,1000000,1000000,1,
132,HCNZ,50,0,1000000,1000000,1,
135,FHY,50,1,108.71,1.97,1,
141,SH,50,1,106.21,1.92,1,
143,WGS,50,1,125.51,2.31,1,
154,KXC,50,1,153.1,2.86,1,
221,XP,50,1,173.23,3.26,2,
229,YPTX,50,1,109.69,1.99,2,
232,ZYDSYY,50,1,170.26,3.21,2,
236,CXL,50,0,1000000,1000000,2,
242,CDDKZ,50,1,143.34,2.67,2,
252,LQY,50,1,198.8,3.78,2,
348,SLXZ,50,1,168.81,3.18,3,
340,WQNL,50,1,104.2,1.88,3,
337,TPY,50,0,1000000,1000000,3,
335,GSQ,50,1,138.28,2.57,3,
329,SEYY,50,0,1000000,1000000,3,
325,SMQ,50,0,1000000,1000000,3,
312,CDYXY,50,1,165.13,3.1,3,
413,WS,50,1,111.22,2.02,4,
424,CDXZ,50,1,170.26,3.21,4,
426,WHG,50,0,1000000,1000000,4,
437,HSD,50,1,176.47,3.33,4,
442,XHZ,50,0,1000000,1000000,4,
520,HGL,50,1,144.88,2.7,5,
536,BZXEL,50,0,1000000,1000000,5,
546,SXS,50,1,117.16,2.14,5,
550,JCDD,50,1,162.84,3.06,5,
560,HL,50,1,154.35,2.89,5,
610,WCC,50,0,1000000,1000000,6,
612,XNJD,50,1,185.49,3.51,6,
613,XBQ,50,0,1000000,1000000,6,
614,RMBL,50,0,1000000,1000000,6,
615,QFL,50,1,131.46,2.43,6,
616,YSL,50,1,117.34,2.15,6,
617,NWM,50,0,1000000,1000000,6,
618,DG,50,1,100.95,1.82,6,
619,LLC,50,1,190.56,3.61,6,
621,XBC,50,1,157.13,2.94,6,
623,LJG,50,1,178.34,3.37,6,
727,CJD,50,0,1000000,1000000,7,
726,LGDX,50,1,171.77,3.24,7,
810,SLD,50,1,122.87,2.26,8,
812,SQL,50,1,162.52,3.05,8,
813,DDL,50,0,1000000,1000000,8,
815,NJQ,50,1,196.54,3.73,8,
816,JXDD,50,1,174.22,3.28,8,
817,GPDD,50,0,1000000,1000000,8,
818,SY,50,1,166.32,3.13,8,
819,LH,50,1,125.17,2.3,8,
901,JRCD,50,0,1000000,1000000,9,
907,HX,50,0,1000000,1000000,9,
913,HTB,50,1,102.23,1.84,9,
1036,XP,50,1,177.03,3.34,10,
