ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,108.12,1.96,1
122,HCBZ,50,1,157.31,2.95,1
125,LMS,50,0,1000000,1000000,1
126,TFGC,50,0,1000000,1000000,1
132,HCNZ,50,1,163.69,3.07,1
141,SH,50,1,178.44,3.37,1
143,WGS,50,1,193.07,3.66,1
154,KXC,50,0,1000000,1000000,1
221,XP,50,1,133.38,2.47,2
229,YPTX,50,1,114.52,2.09,2
232,ZYDSYY,50,1,158.36,2.97,2
242,CDDKZ,50,0,1000000,1000000,2
252,LQY,50,0,1000000,1000000,2
413,WS,50,1,171.95,3.24,4
426,WHG,50,1,131.54,2.43,4
437,HSD,50,0,1000000,1000000,4
442,XHZ,50,1,126.76,2.34,4
520,HGL,50,1,184.78,3.5,5
536,BZXEL,50,1,193.54,3.67,5
546,SXS,50,0,1000000,1000000,5
560,HL,50,0,1000000,1000000,5
727,CJD,50,1,187.51,3.55,7
726,LGDX,50,1,118.41,2.17,7
