ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,0,1000000,1000000,1
122,HCBZ,50,1,131.43,2.43,1
125,LMS,50,0,1000000,1000000,1
126,TFGC,50,1,105.39,1.91,1
129,STYG,50,0,1000000,1000000,1
132,HCNZ,50,1,186.64,3.53,1
141,SH,50,1,111.03,2.02,1
143,WGS,50,1,172.88,3.26,1
154,KXC,50,1,188.56,3.57,1
221,XP,50,0,1000000,1000000,2
229,YPTX,50,0,1000000,1000000,2
232,ZYDSYY,50,1,105.56,1.91,2
236,CXL,50,0,1000000,1000000,2
242,CDDKZ,50,0,1000000,1000000,2
252,LQY,50,1,123.57,2.27,2
348,SLXZ,50,0,1000000,1000000,3
337,TPY,50,0,1000000,1000000,3
335,GSQ,50,1,102.27,1.85,3
329,SEYY,50,1,160.39,3.01,3
325,SMQ,50,0,1000000,1000000,3
312,CDYXY,50,0,1000000,1000000,3
413,WS,50,0,1000000,1000000,4
426,WHG,50,1,176.93,3.34,4
437,HSD,50,1,152.35,2.85,4
442,XHZ,50,0,1000000,1000000,4
520,HGL,50,1,183.82,3.48,5
536,BZXEL,50,0,1000000,1000000,5
546,SXS,50,1,121.72,2.23,5
560,HL,50,0,1000000,1000000,5
727,CJD,50,1,163.34,3.07,7
726,LGDX,50,0,1000000,1000000,7
