ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,0,1000000,1000000,1
122,HCBZ,50,1,103.64,1.87,1
125,LMS,50,0,1000000,1000000,1
126,TFGC,50,0,1000000,1000000,1
129,STYG,50,1,174.57,3.29,1
132,HCNZ,50,1,124.38,2.29,1
135,FHY,50,1,109.56,1.99,1
141,SH,50,1,165.87,3.12,1
143,WGS,50,1,100.91,1.82,1
154,KXC,50,0,1000000,1000000,1
221,XP,50,1,112.66,2.05,2
229,YPTX,50,1,134.8,2.5,2
232,ZYDSYY,50,0,1000000,1000000,2
236,CXL,50,1,145.94,2.72,2
242,CDDKZ,50,1,155.87,2.92,2
252,LQY,50,1,136.3,2.53,2
348,SLXZ,50,1,128.43,2.37,3
340,WQNL,50,1,189.56,3.59,3
337,TPY,50,0,1000000,1000000,3
335,GSQ,50,1,194.5,3.69,3
329,SEYY,50,1,184.57,3.49,3
325,SMQ,50,1,182.58,3.45,3
312,CDYXY,50,0,1000000,1000000,3
413,WS,50,0,1000000,1000000,4
424,CDXZ,50,1,106.07,1.92,4
426,WHG,50,1,119.33,2.19,4
437,HSD,50,1,126.47,2.33,4
442,XHZ,50,1,179.09,3.38,4
520,HGL,50,1,176.7,3.33,5
536,BZXEL,50,1,185.41,3.51,5
546,SXS,50,1,193.05,3.66,5
550,JCDD,50,1,171.33,3.23,5
560,HL,50,1,128.71,2.37,5
727,CJD,50,1,131.72,2.43,7
726,LGDX,50,1,139.88,2.6,7
901,JRCD,50,1,177.65,3.35,9
907,HX,50,1,114.07,2.08,9
913,HTB,50,0,1000000,1000000,9
1036,XP,50,1,110.78,2.02,10
