ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,104.69,1.89,1,
122,HCBZ,50,1,136.64,2.53,1,
125,LMS,50,1,112.98,2.06,1,
126,TFGC,50,1,151,2.82,1,
129,STYG,50,1,186.14,3.52,1,
132,HCNZ,50,1,157.83,2.96,1,
135,FHY,50,1,112.15,2.04,1,
141,SH,50,1,155.17,2.9,1,
143,WGS,50,1,137.51,2.55,1,
154,KXC,50,1,145.65,2.71,1,
221,XP,50,1,171.18,3.22,2,
229,YPTX,50,1,108.08,1.96,2,
232,ZYDSYY,50,1,153.01,2.86,2,
236,CXL,50,1,153.9,2.88,2,
242,CDDKZ,50,1,102.66,1.85,2,
252,LQY,50,1,120.05,2.2,2,
348,SLXZ,50,1,137.05,2.54,3,
340,WQNL,50,1,119.62,2.19,3,
337,TPY,50,1,174.57,3.29,3,
335,GSQ,50,1,160.26,3.01,3,
329,SEYY,50,1,165.9,3.12,3,
325,SMQ,50,1,106.17,1.92,3,
312,CDYXY,50,0,1000000,1000000,3,
413,WS,50,1,140.64,2.61,4,
424,CDXZ,50,1,160.52,3.01,4,
426,WHG,50,1,127.76,2.36,4,
437,HSD,50,1,143.96,2.68,4,
442,XHZ,50,1,145.75,2.71,4,
520,HGL,50,1,132.87,2.46,5,
536,BZXEL,50,1,145.47,2.71,5,
546,SXS,50,1,131.85,2.44,5,
550,JCDD,50,1,164.71,3.09,5,
560,HL,50,1,164.4,3.09,5,
727,CJD,50,0,1000000,1000000,7,
726,LGDX,50,1,178.11,3.36,7,
810,SLD,50,1,156.78,2.94,8,
812,SQL,50,1,136.76,2.54,8,
813,DDL,50,1,170.61,3.21,8,
815,NJQ,50,1,118.5,2.17,8,
816,JXDD,50,1,143.35,2.67,8,
817,GPDD,50,1,133.55,2.47,8,
818,SY,50,1,140.54,2.61,8,
819,LH,50,1,113.23,2.06,8,
901,JRCD,50,1,134.48,2.49,9,
907,HX,50,1,172.53,3.25,9,
913,HTB,50,1,194.72,3.69,9,
1036,XP,50,1,187.44,3.55,10,
