ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,179.89,3.4,1,
122,HCBZ,50,0,1000000,1000000,1,
125,LMS,50,1,123.26,2.27,1,
126,TFGC,50,1,180.13,3.4,1,
129,STYG,50,0,1000000,1000000,1,
132,HCNZ,50,0,1000000,1000000,1,
135,FHY,50,1,145.41,2.71,1,
141,SH,50,0,1000000,1000000,1,
143,WGS,50,0,1000000,1000000,1,
154,KXC,50,0,1000000,1000000,1,
221,XP,50,1,135.91,2.52,2,
229,YPTX,50,1,158.19,2.96,2,
232,ZYDSYY,50,0,1000000,1000000,2,
236,CXL,50,1,175.24,3.3,2,
242,CDDKZ,50,0,1000000,1000000,2,
252,LQY,50,1,131.1,2.42,2,
348,SLXZ,50,1,169.83,3.2,3,
340,WQNL,50,1,151.84,2.84,3,
337,TPY,50,0,1000000,1000000,3,
335,GSQ,50,1,159.63,2.99,3,
329,SEYY,50,1,101,1.82,3,
325,SMQ,50,0,1000000,1000000,3,
312,CDYXY,50,0,1000000,1000000,3,
413,WS,50,0,1000000,1000000,4,
424,CDXZ,50,1,164.4,3.09,4,
426,WHG,50,0,1000000,1000000,4,
437,HSD,50,0,1000000,1000000,4,
442,XHZ,50,0,1000000,1000000,4,
520,HGL,50,1,132.01,2.44,5,
536,BZXEL,50,0,1000000,1000000,5,
546,SXS,50,1,115.77,2.12,5,
550,JCDD,50,1,112.22,2.04,5,
560,HL,50,0,1000000,1000000,5,
727,CJD,50,1,107.21,1.94,7,
726,LGDX,50,1,166.95,3.14,7,
810,SLD,50,1,145.05,2.7,8,
812,SQL,50,0,1000000,1000000,8,
813,DDL,50,1,182.06,3.44,8,
815,NJQ,50,0,1000000,1000000,8,
816,JXDD,50,1,165.21,3.1,8,
817,GPDD,50,1,150.42,2.81,8,
818,SY,50,1,152.51,2.85,8,
819,LH,50,0,1000000,1000000,8,
901,JRCD,50,1,183.64,3.47,9,
907,HX,50,0,1000000,1000000,9,
913,HTB,50,0,1000000,1000000,9,
1036,XP,50,1,117.63,2.15,10,
