ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,118.78,2.18,1
122,HCBZ,50,0,1000000,1000000,1
125,LMS,50,0,1000000,1000000,1
126,TFGC,50,1,115.38,2.11,1
129,STYG,50,1,188.7,3.57,1
132,HCNZ,50,1,148.15,2.76,1
141,SH,50,0,1000000,1000000,1
143,WGS,50,1,157.2,2.94,1
154,KXC,50,0,1000000,1000000,1
221,XP,50,1,189.44,3.59,2
229,YPTX,50,0,1000000,1000000,2
232,ZYDSYY,50,1,148.48,2.77,2
236,CXL,50,0,1000000,1000000,2
242,CDDKZ,50,1,146.2,2.72,2
252,LQY,50,1,184.46,3.49,2
348,SLXZ,50,1,159.14,2.98,3
337,TPY,50,1,194.98,3.7,3
335,GSQ,50,1,113.66,2.07,3
329,SEYY,50,1,199.53,3.79,3
325,SMQ,50,1,131.17,2.42,3
312,CDYXY,50,1,136.65,2.53,3
413,WS,50,1,187.12,3.54,4
426,WHG,50,1,104.91,1.9,4
437,HSD,50,1,153.59,2.87,4
442,XHZ,50,1,125.39,2.31,4
520,HGL,50,1,157.71,2.95,5
536,BZXEL,50,1,125.16,2.3,5
546,SXS,50,1,140.7,2.61,5
560,HL,50,1,162.65,3.05,5
727,CJD,50,1,175.91,3.32,7
726,LGDX,50,1,112.19,2.04,7
