ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,121.6,2.23,1,
122,HCBZ,50,1,149.92,2.8,1,
125,LMS,50,0,1000000,1000000,1,
126,TFGC,50,1,125.6,2.31,1,
129,STYG,50,1,165.8,3.12,1,
132,HCNZ,50,0,1000000,1000000,1,
135,FHY,50,0,1000000,1000000,1,
141,SH,50,1,169.76,3.2,1,
143,WGS,50,1,167.74,3.15,1,
154,KXC,50,1,133.72,2.47,1,
221,XP,50,0,1000000,1000000,2,
229,YPTX,50,0,1000000,1000000,2,
232,ZYDSYY,50,1,143.86,2.68,2,
236,CXL,50,1,101.93,1.84,2,
242,CDDKZ,50,1,142.02,2.64,2,
252,LQY,50,0,1000000,1000000,2,
348,SLXZ,50,1,151.69,2.83,3,
340,WQNL,50,0,1000000,1000000,3,
337,TPY,50,1,114.94,2.1,3,
335,GSQ,50,0,1000000,1000000,3,
329,SEYY,50,1,165.91,3.12,3,
325,SMQ,50,1,180.78,3.42,3,
312,CDYXY,50,1,103.12,1.86,3,
413,WS,50,0,1000000,1000000,4,
424,CDXZ,50,1,100.75,1.81,4,
426,WHG,50,0,1000000,1000000,4,
437,HSD,50,0,1000000,1000000,4,
442,XHZ,50,1,105,1.9,4,
520,HGL,50,1,143.14,2.66,5,
536,BZXEL,50,0,1000000,1000000,5,
546,SXS,50,1,139.78,2.6,5,
550,JCDD,50,1,149.04,2.78,5,
560,HL,50,0,1000000,1000000,5,
610,WCC,50,1,111.4,2.03,6,
612,XNJD,50,1,130.59,2.41,6,
613,XBQ,50,1,158.47,2.97,6,
614,RMBL,50,1,194.25,3.69,6,
615,QFL,50,1,143.43,2.67,6,
616,YSL,50,1,164.65,3.09,6,
617,NWM,50,0,1000000,1000000,6,
618,DG,50,1,105.82,1.92,6,
619,LLC,50,0,1000000,1000000,6,
621,XBC,50,1,177.48,3.35,6,
623,LJG,50,0,1000000,1000000,6,
727,CJD,50,1,190.68,3.61,7,
726,LGDX,50,1,193.82,3.68,7,
810,SLD,50,1,147.58,2.75,8,
812,SQL,50,0,1000000,1000000,8,
813,DDL,50,1,137.44,2.55,8,
815,NJQ,50,0,1000000,1000000,8,
816,JXDD,50,1,146.41,2.73,8,
817,GPDD,50,1,108.94,1.98,8,
818,SY,50,1,163.82,3.08,8,
819,LH,50,1,176.12,3.32,8,
901,JRCD,50,1,158.37,2.97,9,
907,HX,50,1,165.63,3.11,9,
913,HTB,50,1,101.22,1.82,9,
1036,XP,50,1,159.94,3,10,
