ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,123.17,2.26,1
122,HCBZ,50,1,178.59,3.37,1
125,LMS,50,1,155.09,2.9,1
126,TFGC,50,1,178.68,3.37,1
129,STYG,50,1,187.58,3.55,1
132,HCNZ,50,1,140.93,2.62,1
135,FHY,50,1,199.91,3.8,1
141,SH,50,1,152.57,2.85,1
143,WGS,50,1,132.53,2.45,1
154,KXC,50,1,111.31,2.03,1
221,XP,50,1,190.34,3.61,2
229,YPTX,50,1,156.96,2.94,2
232,ZYDSYY,50,1,123.9,2.28,2
236,CXL,50,1,189.03,3.58,2
242,CDDKZ,50,1,125.27,2.31,2
252,LQY,50,1,111.91,2.04,2
348,SLXZ,50,1,107.39,1.95,3
340,WQNL,50,1,178.72,3.37,3
337,TPY,50,0,1000000,1000000,3
335,GSQ,50,1,109.26,1.99,3
329,SEYY,50,1,132.22,2.44,3
325,SMQ,50,1,182.36,3.45,3
312,CDYXY,50,1,184.35,3.49,3
413,WS,50,1,175.65,3.31,4
424,CDXZ,50,1,102.86,1.86,4
426,WHG,50,1,170.87,3.22,4
437,HSD,50,1,155.15,2.9,4
442,XHZ,50,1,124.99,2.3,4
520,HGL,50,1,120.01,2.2,5
536,BZXEL,50,1,138.81,2.58,5
546,SXS,50,1,195.75,3.71,5
550,JCDD,50,1,110.01,2,5
560,HL,50,1,167.31,3.15,5
727,CJD,50,0,1000000,1000000,7
726,LGDX,50,1,167.68,3.15,7
901,JRCD,50,1,174.77,3.3,9
907,HX,50,0,1000000,1000000,9
913,HTB,50,0,1000000,1000000,9
1036,XP,50,1,116.5,2.13,10
