ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,163.28,3.07,1
122,HCBZ,50,1,114.86,2.1,1
125,LMS,50,1,176.19,3.32,1
126,TFGC,50,1,192.07,3.64,1
132,HCNZ,50,1,192.28,3.65,1
141,SH,50,1,196.96,3.74,1
143,WGS,50,1,123.04,2.26,1
154,KXC,50,1,114.32,2.09,1
221,XP,50,1,154.54,2.89,2
229,YPTX,50,1,105.07,1.9,2
232,ZYDSYY,50,1,133.45,2.47,2
242,CDDKZ,50,1,165.58,3.11,2
252,LQY,50,1,185.9,3.52,2
413,WS,50,0,1000000,1000000,4
426,WHG,50,1,134.49,2.49,4
437,HSD,50,1,152.29,2.85,4
442,XHZ,50,1,105.58,1.91,4
520,HGL,50,1,106.43,1.93,5
536,BZXEL,50,0,1000000,1000000,5
546,SXS,50,1,134.1,2.48,5
560,HL,50,1,144.88,2.7,5
727,CJD,50,0,1000000,1000000,7
726,LGDX,50,1,173.66,3.27,7
