ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,0,1000000,1000000,1
122,HCBZ,50,1,123.78,2.28,1
125,LMS,50,1,111.06,2.02,1
126,TFGC,50,1,192.74,3.65,1
129,STYG,50,0,1000000,1000000,1
132,HCNZ,50,1,130.16,2.4,1
135,FHY,50,1,162.95,3.06,1
141,SH,50,1,171.19,3.22,1
143,WGS,50,0,1000000,1000000,1
154,KXC,50,1,155.61,2.91,1
221,XP,50,1,185.16,3.5,2
229,YPTX,50,1,177.96,3.36,2
232,ZYDSYY,50,0,1000000,1000000,2
236,CXL,50,1,148.37,2.77,2
242,CDDKZ,50,1,180.24,3.4,2
252,LQY,50,1,140.79,2.62,2
348,SLXZ,50,0,1000000,1000000,3
340,WQNL,50,1,100.59,1.81,3
337,TPY,50,1,196.69,3.73,3
335,GSQ,50,1,166.21,3.12,3
329,SEYY,50,0,1000000,1000000,3
325,SMQ,50,1,183.54,3.47,3
312,CDYXY,50,1,187.81,3.56,3
413,WS,50,1,146.65,2.73,4
424,CDXZ,50,0,1000000,1000000,4
426,WHG,50,1,108.72,1.97,4
437,HSD,50,1,155.26,2.91,4
442,XHZ,50,1,172.32,3.25,4
520,HGL,50,0,1000000,1000000,5
536,BZXEL,50,1,135.29,2.51,5
546,SXS,50,1,164.01,3.08,5
550,JCDD,50,1,181.96,3.44,5
560,HL,50,0,1000000,1000000,5
727,CJD,50,1,195.47,3.71,7
726,LGDX,50,1,108.42,1.97,7
901,JRCD,50,1,119.56,2.19,9
907,HX,50,1,181.12,3.42,9
913,HTB,50,1,107.22,1.94,9
1036,XP,50,1,170.28,3.21,10
