ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,116.3,2.13,1,
122,HCBZ,50,1,111.37,2.03,1,
125,LMS,50,0,1000000,1000000,1,
126,TFGC,50,1,178.54,3.37,1,
129,STYG,50,1,196.48,3.73,1,
132,HCNZ,50,0,1000000,1000000,1,
135,FHY,50,1,168.01,3.16,1,
141,SH,50,0,1000000,1000000,1,
143,WGS,50,1,196.55,3.73,1,
154,KXC,50,0,1000000,1000000,1,
221,XP,50,0,1000000,1000000,2,
229,YPTX,50,1,182.34,3.45,2,
232,ZYDSYY,50,0,1000000,1000000,2,
236,CXL,50,0,1000000,1000000,2,
242,CDDKZ,50,0,1000000,1000000,2,
252,LQY,50,0,1000000,1000000,2,
348,SLXZ,50,1,124.02,2.28,3,
340,WQNL,50,0,1000000,1000000,3,
337,TPY,50,1,128.65,2.37,3,
335,GSQ,50,0,1000000,1000000,3,
329,SEYY,50,0,1000000,1000000,3,
325,SMQ,50,1,170.72,3.21,3,
312,CDYXY,50,1,171.62,3.23,3,
413,WS,50,0,1000000,1000000,4,
424,CDXZ,50,1,186.29,3.53,4,
426,WHG,50,1,130.72,2.41,4,
437,HSD,50,1,117.32,2.15,4,
442,XHZ,50,0,1000000,1000000,4,
520,HGL,50,1,113.89,2.08,5,
536,BZXEL,50,1,161.09,3.02,5,
546,SXS,50,1,109.18,1.98,5,
550,JCDD,50,0,1000000,1000000,5,
560,HL,50,1,198.53,3.77,5,
610,WCC,50,0,1000000,1000000,6,
612,XNJD,50,0,1000000,1000000,6,
613,XBQ,50,1,155.72,2.91,6,
614,RMBL,50,0,1000000,1000000,6,
615,QFL,50,0,1000000,1000000,6,
616,YSL,50,0,1000000,1000000,6,
617,NWM,50,0,1000000,1000000,6,
618,DG,50,0,1000000,1000000,6,
619,LLC,50,1,105.8,1.92,6,
621,XBC,50,0,1000000,1000000,6,
623,LJG,50,0,1000000,1000000,6,
727,CJD,50,1,134.42,2.49,7,
726,LGDX,50,0,1000000,1000000,7,
810,SLD,50,0,1000000,1000000,8,
812,SQL,50,1,163.99,3.08,8,
813,DDL,50,1,147.58,2.75,8,
815,NJQ,50,1,192.17,3.64,8,
816,JXDD,50,0,1000000,1000000,8,
817,GPDD,50,0,1000000,1000000,8,
818,SY,50,1,193.74,3.67,8,
819,LH,50,1,173.31,3.27,8,
901,JRCD,50,1,197.16,3.74,9,
907,HX,50,1,184.68,3.49,9,
913,HTB,50,1,132.59,2.45,9,
1036,XP,50,1,134.82,2.5,10,
