ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,176.73,3.33,1
122,HCBZ,50,1,162.61,3.05,1
125,LMS,50,1,117.32,2.15,1
126,TFGC,50,1,124.12,2.28,1
129,STYG,50,1,135.94,2.52,1
132,HCNZ,50,1,194.18,3.68,1
135,FHY,50,0,1000000,1000000,1
141,SH,50,1,124.35,2.29,1
143,WGS,50,1,156.95,2.94,1
154,KXC,50,0,1000000,1000000,1
221,XP,50,1,100.7,1.81,2
229,YPTX,50,1,188.54,3.57,2
232,ZYDSYY,50,0,1000000,1000000,2
236,CXL,50,0,1000000,1000000,2
242,CDDKZ,50,0,1000000,1000000,2
252,LQY,50,1,115.04,2.1,2
348,SLXZ,50,1,144.28,2.69,3
340,WQNL,50,0,1000000,1000000,3
337,TPY,50,1,109.72,1.99,3
335,GSQ,50,0,1000000,1000000,3
329,SEYY,50,0,1000000,1000000,3
325,SMQ,50,1,153.55,2.87,3
312,CDYXY,50,1,108.9,1.98,3
413,WS,50,1,187.04,3.54,4
424,CDXZ,50,1,189.08,3.58,4
426,WHG,50,0,1000000,1000000,4
437,HSD,50,0,1000000,1000000,4
442,XHZ,50,0,1000000,1000000,4
520,HGL,50,0,1000000,1000000,5
536,BZXEL,50,1,178.8,3.38,5
546,SXS,50,1,197.31,3.75,5
550,JCDD,50,0,1000000,1000000,5
560,HL,50,1,163.18,3.06,5
727,CJD,50,1,171.14,3.22,7
726,LGDX,50,1,153.73,2.87,7
901,JRCD,50,1,139.57,2.59,9
907,HX,50,1,122.3,2.25,9
913,HTB,50,0,1000000,1000000,9
1036,XP,50,1,169.3,3.19,10
