ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,110.58,2.01,1,
122,HCBZ,50,1,148.65,2.77,1,
125,LMS,50,1,132.88,2.46,1,
126,TFGC,50,0,1000000,1000000,1,
129,STYG,50,1,100.57,1.81,1,
132,HCNZ,50,0,1000000,1000000,1,
135,FHY,50,1,123.89,2.28,1,
141,SH,50,0,1000000,1000000,1,
143,WGS,50,1,124.8,2.3,1,
154,KXC,50,0,1000000,1000000,1,
221,XP,50,1,104.06,1.88,2,
229,YPTX,50,0,1000000,1000000,2,
232,ZYDSYY,50,1,186.21,3.52,2,
236,CXL,50,0,1000000,1000000,2,
242,CDDKZ,50,0,1000000,1000000,2,
252,LQY,50,1,107.81,1.96,2,
348,SLXZ,50,1,140.56,2.61,3,
340,WQNL,50,0,1000000,1000000,3,
337,TPY,50,1,154.49,2.89,3,
335,GSQ,50,1,151.97,2.84,3,
329,SEYY,50,1,135.35,2.51,3,
325,SMQ,50,1,184.01,3.48,3,
312,CDYXY,50,0,1000000,1000000,3,
413,WS,50,1,128.15,2.36,4,
424,CDXZ,50,0,1000000,1000000,4,
426,WHG,50,0,1000000,1000000,4,
437,HSD,50,1,122.39,2.25,4,
442,XHZ,50,0,1000000,1000000,4,
520,HGL,50,0,1000000,1000000,5,
536,BZXEL,50,0,1000000,1000000,5,
546,SXS,50,1,102.34,1.85,5,
550,JCDD,50,0,1000000,1000000,5,
560,HL,50,1,136.9,2.54,5,
610,WCC,50,1,143.81,2.68,6,
612,XNJD,50,1,130.07,2.4,6,
613,XBQ,50,1,190.58,3.61,6,
614,RMBL,50,1,159.29,2.99,6,
615,QFL,50,1,184.32,3.49,6,
616,YSL,50,1,168.63,3.17,6,
617,NWM,50,1,108.02,1.96,6,
618,DG,50,0,1000000,1000000,6,
619,LLC,50,0,1000000,1000000,6,
621,XBC,50,0,1000000,1000000,6,
623,LJG,50,0,1000000,1000000,6,
727,CJD,50,1,198.34,3.77,7,
726,LGDX,50,1,169.43,3.19,7,
810,SLD,50,1,168.15,3.16,8,
812,SQL,50,0,1000000,1000000,8,
813,DDL,50,1,180.66,3.41,8,
815,NJQ,50,0,1000000,1000000,8,
816,JXDD,50,1,109.99,2,8,
817,GPDD,50,1,174.65,3.29,8,
818,SY,50,0,1000000,1000000,8,
819,LH,50,1,135.98,2.52,8,
901,JRCD,50,1,140.74,2.61,9,
907,HX,50,1,178.58,3.37,9,
913,HTB,50,1,126.03,2.32,9,
1036,XP,50,0,1000000,1000000,10,
