ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,0,1000000,1000000,1,
122,HCBZ,50,1,149.16,2.78,1,
125,LMS,50,0,1000000,1000000,1,
126,TFGC,50,0,1000000,1000000,1,
129,STYG,50,0,1000000,1000000,1,
132,HCNZ,50,1,114.74,2.09,1,
135,FHY,50,1,132.43,2.45,1,
141,SH,50,1,178.59,3.37,1,
143,WGS,50,0,1000000,1000000,1,
154,KXC,50,0,1000000,1000000,1,
221,XP,50,0,1000000,1000000,2,
229,YPTX,50,1,150.06,2.8,2,
232,ZYDSYY,50,0,1000000,1000000,2,
236,CXL,50,0,1000000,1000000,2,
242,CDDKZ,50,0,1000000,1000000,2,
252,LQY,50,0,1000000,1000000,2,
348,SLXZ,50,0,1000000,1000000,3,
340,WQNL,50,1,185.68,3.51,3,
337,TPY,50,0,1000000,1000000,3,
335,GSQ,50,1,190.81,3.62,3,
329,SEYY,50,1,168.41,3.17,3,
325,SMQ,50,1,131.35,2.43,3,
312,CDYXY,50,0,1000000,1000000,3,
413,WS,50,1,136.63,2.53,4,
424,CDXZ,50,1,128.03,2.36,4,
426,WHG,50,1,104.56,1.89,4,
437,HSD,50,1,130.33,2.41,4,
442,XHZ,50,0,1000000,1000000,4,
520,HGL,50,1,156.15,2.92,5,
536,BZXEL,50,1,116.59,2.13,5,
546,SXS,50,0,1000000,1000000,5,
550,JCDD,50,1,166.82,3.14,5,
560,HL,50,0,1000000,1000000,5,
610,WCC,50,0,1000000,1000000,6,
612,XNJD,50,0,1000000,1000000,6,
613,XBQ,50,0,1000000,1000000,6,
614,RMBL,50,0,1000000,1000000,6,
615,QFL,50,0,1000000,1000000,6,
616,YSL,50,1,194.38,3.69,6,
617,NWM,50,1,142.22,2.64,6,
618,DG,50,0,1000000,1000000,6,
619,LLC,50,0,1000000,1000000,6,
621,XBC,50,1,160.21,3,6,
623,LJG,50,0,1000000,1000000,6,
727,CJD,50,1,101.87,1.84,7,
726,LGDX,50,0,1000000,1000000,7,
810,SLD,50,1,121.06,2.22,8,
812,SQL,50,1,189.25,3.59,8,
813,DDL,50,1,154.2,2.88,8,
815,NJQ,50,0,1000000,1000000,8,
816,JXDD,50,0,1000000,1000000,8,
817,GPDD,50,0,1000000,1000000,8,
818,SY,50,1,177.07,3.34,8,
819,LH,50,1,144.31,2.69,8,
901,JRCD,50,0,1000000,1000000,9,
907,HX,50,0,1000000,1000000,9,
913,HTB,50,0,1000000,1000000,9,
1036,XP,50,0,1000000,1000000,10,
