ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,190.26,3.61,1,
122,HCBZ,50,1,123.82,2.28,1,
125,LMS,50,0,1000000,1000000,1,
126,TFGC,50,0,1000000,1000000,1,
129,STYG,50,1,102.47,1.85,1,
132,HCNZ,50,0,1000000,1000000,1,
135,FHY,50,0,1000000,1000000,1,
141,SH,50,1,188.73,3.57,1,
143,WGS,50,1,148.16,2.76,1,
154,KXC,50,1,114.73,2.09,1,
221,XP,50,1,126.23,2.32,2,
229,YPTX,50,1,197.09,3.74,2,
232,ZYDSYY,50,1,123.94,2.28,2,
236,CXL,50,0,1000000,1000000,2,
242,CDDKZ,50,1,180.33,3.41,2,
252,LQY,50,1,194.2,3.68,2,
348,SLXZ,50,1,104.65,1.89,3,
340,WQNL,50,0,1000000,1000000,3,
337,TPY,50,1,172.09,3.24,3,
335,GSQ,50,1,192.62,3.65,3,
329,SEYY,50,1,168.63,3.17,3,
325,SMQ,50,1,106.05,1.92,3,
312,CDYXY,50,1,105.64,1.91,3,
413,WS,50,1,157.62,2.95,4,
424,CDXZ,50,1,178.29,3.37,4,
426,WHG,50,1,194.05,3.68,4,
437,HSD,50,1,194.88,3.7,4,
442,XHZ,50,1,111.94,2.04,4,
520,HGL,50,0,1000000,1000000,5,
536,BZXEL,50,1,101.98,1.84,5,
546,SXS,50,1,155.04,2.9,5,
550,JCDD,50,1,150.49,2.81,5,
560,HL,50,0,1000000,1000000,5,
610,WCC,50,1,102.9,1.86,6,
612,XNJD,50,0,1000000,1000000,6,
613,XBQ,50,1,136.21,2.52,6,
614,RMBL,50,1,160.96,3.02,6,
615,QFL,50,0,1000000,1000000,6,
616,YSL,50,1,189.36,3.59,6,
617,NWM,50,1,152.99,2.86,6,
618,DG,50,0,1000000,1000000,6,
619,LLC,50,1,176,3.32,6,
621,XBC,50,0,1000000,1000000,6,
623,LJG,50,1,160.2,3,6,
727,CJD,50,1,179.35,3.39,7,
726,LGDX,50,1,120.66,2.21,7,
810,SLD,50,0,1000000,1000000,8,
812,SQL,50,1,137.36,2.55,8,
813,DDL,50,1,178.74,3.37,8,
815,NJQ,50,1,186.38,3.53,8,
816,JXDD,50,1,198.54,3.77,8,
817,GPDD,50,1,148.86,2.78,8,
818,SY,50,1,155.59,2.91,8,
819,LH,50,1,157.83,2.96,8,
901,JRCD,50,1,125.85,2.32,9,
907,HX,50,1,158.74,2.97,9,
913,HTB,50,1,135.36,2.51,9,
1036,XP,50,1,127.68,2.35,10,
