ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,180.12,3.4,1
122,HCBZ,50,0,1000000,1000000,1
125,LMS,50,1,108.46,1.97,1
126,TFGC,50,0,1000000,1000000,1
129,STYG,50,0,1000000,1000000,1
132,HCNZ,50,1,109.24,1.98,1
135,FHY,50,1,129.43,2.39,1
141,SH,50,1,104.56,1.89,1
143,WGS,50,0,1000000,1000000,1
154,KXC,50,1,158.78,2.98,1
221,XP,50,1,116.06,2.12,2
229,YPTX,50,1,137.99,2.56,2
232,ZYDSYY,50,1,132.56,2.45,2
236,CXL,50,0,1000000,1000000,2
242,CDDKZ,50,0,1000000,1000000,2
252,LQY,50,0,1000000,1000000,2
348,SLXZ,50,0,1000000,1000000,3
340,WQNL,50,0,1000000,1000000,3
337,TPY,50,0,1000000,1000000,3
335,GSQ,50,1,181.01,3.42,3
329,SEYY,50,0,1000000,1000000,3
325,SMQ,50,1,169.11,3.18,3
312,CDYXY,50,0,1000000,1000000,3
413,WS,50,0,1000000,1000000,4
424,CDXZ,50,1,190.98,3.62,4
426,WHG,50,1,110.14,2,4
437,HSD,50,0,1000000,1000000,4
442,XHZ,50,0,1000000,1000000,4
520,HGL,50,0,1000000,1000000,5
536,BZXEL,50,1,168.39,3.17,5
546,SXS,50,1,142.69,2.65,5
550,JCDD,50,1,185.76,3.52,5
560,HL,50,1,127.68,2.35,5
727,CJD,50,1,178.75,3.37,7
726,LGDX,50,1,139.34,2.59,7
901,JRCD,50,0,1000000,1000000,9
907,HX,50,0,1000000,1000000,9
913,HTB,50,0,1000000,1000000,9
1036,XP,50,1,159.29,2.99,10
