ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,193.47,3.67,1,
122,HCBZ,50,0,1000000,1000000,1,
125,LMS,50,0,1000000,1000000,1,
126,TFGC,50,1,196.39,3.73,1,
129,STYG,50,1,189.94,3.6,1,
132,HCNZ,50,0,1000000,1000000,1,
135,FHY,50,1,143.73,2.67,1,
141,SH,50,1,126.7,2.33,1,
143,WGS,50,1,160.64,3.01,1,
154,KXC,50,0,1000000,1000000,1,
221,XP,50,1,151.48,2.83,2,
229,YPTX,50,1,120.23,2.2,2,
232,ZYDSYY,50,1,108.54,1.97,2,
236,CXL,50,0,1000000,1000000,2,
242,CDDKZ,50,1,144,2.68,2,
252,LQY,50,0,1000000,1000000,2,
348,SLXZ,50,0,1000000,1000000,3,
340,WQNL,50,1,111.56,2.03,3,
337,TPY,50,1,185.94,3.52,3,
335,GSQ,50,1,153.67,2.87,3,
329,SEYY,50,1,120.27,2.21,3,
325,SMQ,50,0,1000000,1000000,3,
312,CDYXY,50,0,1000000,1000000,3,
413,WS,50,0,1000000,1000000,4,
424,CDXZ,50,0,1000000,1000000,4,
426,WHG,50,1,151.88,2.84,4,
437,HSD,50,1,180.94,3.42,4,
442,XHZ,50,1,124.27,2.29,4,
520,HGL,50,0,1000000,1000000,5,
536,BZXEL,50,1,166.73,3.13,5,
546,SXS,50,0,1000000,1000000,5,
550,JCDD,50,1,137.21,2.54,5,
560,HL,50,0,1000000,1000000,5,
727,CJD,50,1,142.22,2.64,7,
726,LGDX,50,1,194.94,3.7,7,
810,SLD,50,1,199.01,3.78,8,
812,SQL,50,1,168.35,3.17,8,
813,DDL,50,0,1000000,1000000,8,
815,NJQ,50,0,1000000,1000000,8,
816,JXDD,50,0,1000000,1000000,8,
817,GPDD,50,0,1000000,1000000,8,
818,SY,50,1,178.06,3.36,8,
819,LH,50,0,1000000,1000000,8,
901,JRCD,50,0,1000000,1000000,9,
907,HX,50,0,1000000,1000000,9,
913,HTB,50,1,180.67,3.41,9,
1036,XP,50,0,1000000,1000000,10,
