ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,150.83,2.82,1,
122,HCBZ,50,1,183.92,3.48,1,
125,LMS,50,1,120.55,2.21,1,
126,TFGC,50,1,173.69,3.27,1,
129,STYG,50,0,1000000,1000000,1,
132,HCNZ,50,1,148.57,2.77,1,
135,FHY,50,1,188.27,3.57,1,
141,SH,50,1,152.59,2.85,1,
143,WGS,50,1,125.01,2.3,1,
154,KXC,50,1,148.8,2.78,1,
221,XP,50,1,114.91,2.1,2,
229,YPTX,50,1,160.68,3.01,2,
232,ZYDSYY,50,1,199.9,3.8,2,
236,CXL,50,1,161.14,3.02,2,
242,CDDKZ,50,1,147.79,2.76,2,
252,LQY,50,1,187.75,3.55,2,
348,SLXZ,50,1,104.8,1.9,3,
340,WQNL,50,1,141.15,2.62,3,
337,TPY,50,1,158.28,2.97,3,
335,GSQ,50,1,160.39,3.01,3,
329,SEYY,50,1,165.44,3.11,3,
325,SMQ,50,1,101.72,1.83,3,
312,CDYXY,50,1,167.91,3.16,3,
413,WS,50,1,109.2,1.98,4,
424,CDXZ,50,1,191.39,3.63,4,
426,WHG,50,1,126.74,2.33,4,
437,HSD,50,1,120.01,2.2,4,
442,XHZ,50,1,177.56,3.35,4,
520,HGL,50,1,185.4,3.51,5,
536,BZXEL,50,0,1000000,1000000,5,
546,SXS,50,1,101.69,1.83,5,
550,JCDD,50,0,1000000,1000000,5,
560,HL,50,1,126.84,2.34,5,
727,CJD,50,1,175.5,3.31,7,
726,LGDX,50,1,122.47,2.25,7,
810,SLD,50,0,1000000,1000000,8,
812,SQL,50,1,129.89,2.4,8,
813,DDL,50,1,109.56,1.99,8,
815,NJQ,50,0,1000000,1000000,8,
816,JXDD,50,1,127.43,2.35,8,
817,GPDD,50,1,151.8,2.84,8,
818,SY,50,0,1000000,1000000,8,
819,LH,50,1,195.91,3.72,8,
901,JRCD,50,1,126.1,2.32,9,
907,HX,50,1,121.44,2.23,9,
913,HTB,50,1,123.65,2.27,9,
1036,XP,50,0,1000000,1000000,10,
