ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,0,1000000,1000000,1,
122,HCBZ,50,0,1000000,1000000,1,
125,LMS,50,1,161.25,3.03,1,
126,TFGC,50,0,1000000,1000000,1,
129,STYG,50,0,1000000,1000000,1,
132,HCNZ,50,0,1000000,1000000,1,
135,FHY,50,1,122.34,2.25,1,
141,SH,50,1,177.1,3.34,1,
143,WGS,50,1,158.53,2.97,1,
154,KXC,50,1,117.85,2.16,1,
221,XP,50,0,1000000,1000000,2,
229,YPTX,50,1,172.49,3.25,2,
232,ZYDSYY,50,1,135.06,2.5,2,
236,CXL,50,1,107.05,1.94,2,
242,CDDKZ,50,1,163.86,3.08,2,
252,LQY,50,1,170.24,3.2,2,
348,SLXZ,50,1,197.14,3.74,3,
340,WQNL,50,0,1000000,1000000,3,
337,TPY,50,1,110.31,2.01,3,
335,GSQ,50,0,1000000,1000000,3,
329,SEYY,50,1,192.98,3.66,3,
325,SMQ,50,1,153.8,2.88,3,
312,CDYXY,50,0,1000000,1000000,3,
413,WS,50,1,186.21,3.52,4,
424,CDXZ,50,1,170.6,3.21,4,
426,WHG,50,0,1000000,1000000,4,
437,HSD,50,1,109.88,2,4,
442,XHZ,50,0,1000000,1000000,4,
520,HGL,50,0,1000000,1000000,5,
536,BZXEL,50,0,1000000,1000000,5,
546,SXS,50,1,102.65,1.85,5,
550,JCDD,50,1,149.6,2.79,5,
560,HL,50,1,175.89,3.32,5,
610,WCC,50,1,102.37,1.85,6,
612,XNJD,50,0,1000000,1000000,6,
613,XBQ,50,1,176.72,3.33,6,
614,RMBL,50,0,1000000,1000000,6,
615,QFL,50,0,1000000,1000000,6,
616,YSL,50,1,191.89,3.64,6,
617,NWM,50,0,1000000,1000000,6,
618,DG,50,0,1000000,1000000,6,
619,LLC,50,1,148.65,2.77,6,
621,XBC,50,0,1000000,1000000,6,
623,LJG,50,1,108.75,1.97,6,
727,CJD,50,1,177.38,3.35,7,
726,LGDX,50,0,1000000,1000000,7,
810,SLD,50,0,1000000,1000000,8,
812,SQL,50,1,136.75,2.54,8,
813,DDL,50,0,1000000,1000000,8,
815,NJQ,50,1,185.93,3.52,8,
816,JXDD,50,0,1000000,1000000,8,
817,GPDD,50,0,1000000,1000000,8,
818,SY,50,1,127.99,2.36,8,
819,LH,50,0,1000000,1000000,8,
901,JRCD,50,1,107.33,1.95,9,
907,HX,50,0,1000000,1000000,9,
913,HTB,50,0,1000000,1000000,9,
1036,XP,50,0,1000000,1000000,10,
