ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,188.47,3.57,1,
122,HCBZ,50,1,185.97,3.52,1,
125,LMS,50,1,136.6,2.53,1,
126,TFGC,50,1,121.77,2.24,1,
129,STYG,50,1,110.77,2.02,1,
132,HCNZ,50,1,137.63,2.55,1,
135,FHY,50,1,112.66,2.05,1,
141,SH,50,1,166.39,3.13,1,
143,WGS,50,0,1000000,1000000,1,
154,KXC,50,1,157.68,2.95,1,
221,XP,50,0,1000000,1000000,2,
229,YPTX,50,1,101.06,1.82,2,
232,ZYDSYY,50,1,173.42,3.27,2,
236,CXL,50,1,157.95,2.96,2,
242,CDDKZ,50,0,1000000,1000000,2,
252,LQY,50,0,1000000,1000000,2,
348,SLXZ,50,1,189.09,3.58,3,
340,WQNL,50,1,155.9,2.92,3,
337,TPY,50,1,119.77,2.2,3,
335,GSQ,50,1,125.68,2.31,3,
329,SEYY,50,1,189.95,3.6,3,
325,SMQ,50,0,1000000,1000000,3,
312,CDYXY,50,0,1000000,1000000,3,
413,WS,50,1,196.23,3.72,4,
424,CDXZ,50,1,184.88,3.5,4,
426,WHG,50,1,128.65,2.37,4,
437,HSD,50,1,150.18,2.8,4,
442,XHZ,50,1,192.33,3.65,4,
520,HGL,50,0,1000000,1000000,5,
536,BZXEL,50,1,115.83,2.12,5,
546,SXS,50,1,140.81,2.62,5,
550,JCDD,50,1,115.69,2.11,5,
560,HL,50,1,146.95,2.74,5,
727,CJD,50,1,161.05,3.02,7,
726,LGDX,50,1,139.82,2.6,7,
810,SLD,50,0,1000000,1000000,8,
812,SQL,50,1,181.42,3.43,8,
813,DDL,50,0,1000000,1000000,8,
815,NJQ,50,1,136.48,2.53,8,
816,JXDD,50,1,175.31,3.31,8,
817,GPDD,50,1,197.44,3.75,8,
818,SY,50,0,1000000,1000000,8,
819,LH,50,0,1000000,1000000,8,
901,JRCD,50,1,169.99,3.2,9,
907,HX,50,1,126.7,2.33,9,
913,HTB,50,1,119.99,2.2,9,
1036,XP,50,0,1000000,1000000,10,
