ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,128.45,2.37,1
122,HCBZ,50,1,148.75,2.77,1
125,LMS,50,0,1000000,1000000,1
126,TFGC,50,1,188.45,3.57,1
129,STYG,50,1,196.27,3.73,1
132,HCNZ,50,1,108.04,1.96,1
135,FHY,50,1,148.83,2.78,1
141,SH,50,1,168.11,3.16,1
143,WGS,50,1,149.01,2.78,1
154,KXC,50,1,161.15,3.02,1
221,XP,50,1,188.7,3.57,2
229,YPTX,50,1,181.97,3.44,2
232,ZYDSYY,50,1,161.34,3.03,2
236,CXL,50,1,119.67,2.19,2
242,CDDKZ,50,1,166.71,3.13,2
252,LQY,50,1,131.47,2.43,2
348,SLXZ,50,1,197.94,3.76,3
340,WQNL,50,1,112.67,2.05,3
337,TPY,50,1,135.13,2.5,3
335,GSQ,50,0,1000000,1000000,3
329,SEYY,50,0,1000000,1000000,3
325,SMQ,50,1,135.48,2.51,3
312,CDYXY,50,1,136.84,2.54,3
413,WS,50,1,196.82,3.74,4
424,CDXZ,50,1,114.97,2.1,4
426,WHG,50,1,116.81,2.14,4
437,HSD,50,1,152.29,2.85,4
442,XHZ,50,1,198.92,3.78,4
520,HGL,50,1,189.16,3.58,5
536,BZXEL,50,1,178.42,3.37,5
546,SXS,50,1,183.85,3.48,5
550,JCDD,50,1,143.86,2.68,5
560,HL,50,1,127.77,2.36,5
727,CJD,50,1,174.96,3.3,7
726,LGDX,50,0,1000000,1000000,7
901,JRCD,50,1,197.8,3.76,9
907,HX,50,1,105.99,1.92,9
913,HTB,50,1,192.67,3.65,9
1036,XP,50,1,118.33,2.17,10
