ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,0,1000000,1000000,1
122,HCBZ,50,1,133.48,2.47,1
125,LMS,50,1,150.92,2.82,1
126,TFGC,50,1,173.9,3.28,1
129,STYG,50,1,123.22,2.26,1
132,HCNZ,50,1,159.68,2.99,1
141,SH,50,1,112.13,2.04,1
143,WGS,50,1,176.95,3.34,1
154,KXC,50,1,127.96,2.36,1
221,XP,50,1,191.41,3.63,2
229,YPTX,50,0,1000000,1000000,2
232,ZYDSYY,50,1,145.6,2.71,2
236,CXL,50,1,179.02,3.38,2
242,CDDKZ,50,0,1000000,1000000,2
252,LQY,50,0,1000000,1000000,2
348,SLXZ,50,1,108.48,1.97,3
337,TPY,50,1,140.97,2.62,3
335,GSQ,50,0,1000000,1000000,3
329,SEYY,50,0,1000000,1000000,3
325,SMQ,50,0,1000000,1000000,3
312,CDYXY,50,0,1000000,1000000,3
413,WS,50,0,1000000,1000000,4
426,WHG,50,0,1000000,1000000,4
437,HSD,50,1,128.94,2.38,4
442,XHZ,50,1,192.7,3.65,4
520,HGL,50,1,192.59,3.65,5
536,BZXEL,50,1,165.02,3.1,5
546,SXS,50,1,124.28,2.29,5
560,HL,50,0,1000000,1000000,5
727,CJD,50,1,175.65,3.31,7
726,LGDX,50,1,104.67,1.89,7
