ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,0,1000000,1000000,1,
122,HCBZ,50,0,1000000,1000000,1,
125,LMS,50,0,1000000,1000000,1,
126,TFGC,50,1,148.72,2.77,1,
129,STYG,50,0,1000000,1000000,1,
132,HCNZ,50,1,195.78,3.72,1,
135,FHY,50,1,126.81,2.34,1,
141,SH,50,0,1000000,1000000,1,
143,WGS,50,0,1000000,1000000,1,
154,KXC,50,1,194.51,3.69,1,
221,XP,50,1,139.48,2.59,2,
229,YPTX,50,1,192.63,3.65,2,
232,ZYDSYY,50,0,1000000,1000000,2,
236,CXL,50,0,1000000,1000000,2,
242,CDDKZ,50,0,1000000,1000000,2,
252,LQY,50,1,113.77,2.08,2,
348,SLXZ,50,1,108.25,1.97,3,
340,WQNL,50,1,140.49,2.61,3,
337,TPY,50,1,200,3.8,3,
335,GSQ,50,1,143,2.66,3,
329,SEYY,50,1,142.45,2.65,3,
325,SMQ,50,0,1000000,1000000,3,
312,CDYXY,50,1,147.56,2.75,3,
413,WS,50,0,1000000,1000000,4,
424,CDXZ,50,1,194.58,3.69,4,
426,WHG,50,0,1000000,1000000,4,
437,HSD,50,1,130.82,2.42,4,
442,XHZ,50,1,162.75,3.06,4,
520,HGL,50,1,168.85,3.18,5,
536,BZXEL,50,0,1000000,1000000,5,
546,SXS,50,1,185.78,3.52,5,
550,JCDD,50,0,1000000,1000000,5,
560,HL,50,1,153.99,2.88,5,
610,WCC,50,1,138.33,2.57,6,
612,XNJD,50,1,152.62,2.85,6,
613,XBQ,50,1,123.86,2.28,6,
614,RMBL,50,1,104.77,1.9,6,
615,QFL,50,1,103.35,1.87,6,
616,YSL,50,0,1000000,1000000,6,
617,NWM,50,0,1000000,1000000,6,
618,DG,50,1,111.37,2.03,6,
619,LLC,50,0,1000000,1000000,6,
621,XBC,50,1,113.05,2.06,6,
623,LJG,50,0,1000000,1000000,6,
727,CJD,50,0,1000000,1000000,7,
726,LGDX,50,0,1000000,1000000,7,
810,SLD,50,0,1000000,1000000,8,
812,SQL,50,0,1000000,1000000,8,
813,DDL,50,0,1000000,1000000,8,
815,NJQ,50,0,1000000,1000000,8,
816,JXDD,50,0,1000000,1000000,8,
817,GPDD,50,1,163.63,3.07,8,
818,SY,50,0,1000000,1000000,8,
819,LH,50,1,154.45,2.89,8,
901,JRCD,50,0,1000000,1000000,9,
907,HX,50,1,147.63,2.75,9,
913,HTB,50,1,143.84,2.68,9,
1036,XP,50,0,1000000,1000000,10,
