ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,0,1000000,1000000,1
122,HCBZ,50,0,1000000,1000000,1
125,LMS,50,1,143.18,2.66,1
126,TFGC,50,0,1000000,1000000,1
129,STYG,50,1,140.63,2.61,1
132,HCNZ,50,1,141.85,2.64,1
135,FHY,50,1,181.79,3.44,1
141,SH,50,1,151.85,2.84,1
143,WGS,50,1,109.68,1.99,1
154,KXC,50,0,1000000,1000000,1
221,XP,50,1,110.56,2.01,2
229,YPTX,50,1,197.49,3.75,2
232,ZYDSYY,50,0,1000000,1000000,2
236,CXL,50,0,1000000,1000000,2
242,CDDKZ,50,1,184.51,3.49,2
252,LQY,50,0,1000000,1000000,2
348,SLXZ,50,1,121.84,2.24,3
340,WQNL,50,1,142.19,2.64,3
337,TPY,50,1,159.44,2.99,3
335,GSQ,50,1,182.69,3.45,3
329,SEYY,50,0,1000000,1000000,3
325,SMQ,50,0,1000000,1000000,3
312,CDYXY,50,1,124.45,2.29,3
413,WS,50,0,1000000,1000000,4
424,CDXZ,50,1,193.73,3.67,4
426,WHG,50,1,148.52,2.77,4
437,HSD,50,0,1000000,1000000,4
442,XHZ,50,0,1000000,1000000,4
520,HGL,50,0,1000000,1000000,5
536,BZXEL,50,1,112.68,2.05,5
546,SXS,50,0,1000000,1000000,5
550,JCDD,50,0,1000000,1000000,5
560,HL,50,0,1000000,1000000,5
727,CJD,50,0,1000000,1000000,7
726,LGDX,50,0,1000000,1000000,7
901,JRCD,50,0,1000000,1000000,9
907,HX,50,1,130.84,2.42,9
913,HTB,50,1,162.22,3.04,9
1036,XP,50,1,108.49,1.97,10
