ID,Name,Demand,DCs,OpenCost,Normalcost,LineN
120,WJN,50,1,112.35,2.05,1
122,HCBZ,50,1,157.36,2.95,1
125,LMS,50,1,145.64,2.71,1
126,TFGC,50,1,100.33,1.81,1
129,STYG,50,1,198.05,3.76,1
132,HCNZ,50,1,191.52,3.63,1
141,SH,50,1,106.94,1.94,1
143,WGS,50,1,131.96,2.44,1
154,KXC,50,1,150.53,2.81,1
221,XP,50,1,110.95,2.02,2
229,YPTX,50,1,153.94,2.88,2
232,ZYDSYY,50,0,1000000,1000000,2
236,CXL,50,0,1000000,1000000,2
242,CDDKZ,50,1,109.01,1.98,2
252,LQY,50,1,109.45,1.99,2
348,SLXZ,50,0,1000000,1000000,3
337,TPY,50,1,120.16,2.2,3
335,GSQ,50,1,138.04,2.56,3
329,SEYY,50,1,173.75,3.27,3
325,SMQ,50,1,154.25,2.89,3
312,CDYXY,50,1,191.88,3.64,3
413,WS,50,1,114.75,2.1,4
426,WHG,50,1,119.76,2.2,4
437,HSD,50,1,126.77,2.34,4
442,XHZ,50,1,190.29,3.61,4
520,HGL,50,0,1000000,1000000,5
536,BZXEL,50,1,127.95,2.36,5
546,SXS,50,1,148.19,2.76,5
560,HL,50,0,1000000,1000000,5
727,CJD,50,0,1000000,1000000,7
726,LGDX,50,1,118.25,2.16,7
