ID,Name,Demand,DCs,OpenCost,Normalcost,LineN,RandDemand
120,WJN,50,1,104.84,1.9,1,
122,HCBZ,50,1,159.36,2.99,1,
125,LMS,50,1,180.31,3.41,1,
126,TFGC,50,1,114.55,2.09,1,
129,STYG,50,1,166.8,3.14,1,
132,HCNZ,50,1,149.55,2.79,1,
135,FHY,50,1,131.32,2.43,1,
141,SH,50,1,147.36,2.75,1,
143,WGS,50,0,1000000,1000000,1,
154,KXC,50,1,181.42,3.43,1,
221,XP,50,1,141.25,2.63,2,
229,YPTX,50,1,147.68,2.75,2,
232,ZYDSYY,50,1,146.9,2.74,2,
236,CXL,50,1,199.12,3.78,2,
242,CDDKZ,50,1,190.92,3.62,2,
252,LQY,50,1,193.59,3.67,2,
348,SLXZ,50,1,171.01,3.22,3,
340,WQNL,50,1,101.06,1.82,3,
337,TPY,50,1,176.68,3.33,3,
335,GSQ,50,1,157.2,2.94,3,
329,SEYY,50,1,104.26,1.89,3,
325,SMQ,50,1,127.01,2.34,3,
312,CDYXY,50,1,188.33,3.57,3,
413,WS,50,1,126.3,2.33,4,
424,CDXZ,50,1,150.3,2.81,4,
426,WHG,50,1,115.46,2.11,4,
437,HSD,50,1,121.59,2.23,4,
442,XHZ,50,1,106.46,1.93,4,
520,HGL,50,1,111.82,2.04,5,
536,BZXEL,50,0,1000000,1000000,5,
546,SXS,50,1,127.36,2.35,5,
550,JCDD,50,1,130.64,2.41,5,
560,HL,50,1,109.43,1.99,5,
610,WCC,50,1,161.44,3.03,6,
612,XNJD,50,1,128.91,2.38,6,
613,XBQ,50,1,116.05,2.12,6,
614,RMBL,50,1,191.91,3.64,6,
615,QFL,50,1,136.02,2.52,6,
616,YSL,50,1,145.14,2.7,6,
617,NWM,50,1,115.27,2.11,6,
618,DG,50,1,106.08,1.92,6,
619,LLC,50,1,169.65,3.19,6,
621,XBC,50,1,173.21,3.26,6,
623,LJG,50,1,115.21,2.1,6,
727,CJD,50,1,146.03,2.72,7,
726,LGDX,50,1,123.56,2.27,7,
810,SLD,50,0,1000000,1000000,8,
812,SQL,50,1,186.68,3.53,8,
813,DDL,50,1,103.47,1.87,8,
815,NJQ,50,1,106.18,1.92,8,
816,JXDD,50,1,181.09,3.42,8,
817,GPDD,50,1,198.27,3.77,8,
818,SY,50,1,177,3.34,8,
819,LH,50,1,112.41,2.05,8,
901,JRCD,50,1,172.4,3.25,9,
907,HX,50,1,196.65,3.73,9,
913,HTB,50,1,132.91,2.46,9,
1036,XP,50,1,158.81,2.98,10,
